1481,31493782
4571,104792
2109,31584722
3825,229094
1408,16519460
3349,54215416
3648,199228
1441,15081783
213,126464904
3596,24475416
1908,91116
1700,28751715
1947,27338033
64,318298180
2922,63231524
1512,125014030
1051,35617599
895,91030827
3698,800000
2303,17174870
2490,37882551
4546,212285
4586,215185
3169,163214286
1920,32662299
1309,72279690
2363,35635046
3333,1268346
1491,2899970
3231,0
230,274084951
545,18947630
3203,5018450
2673,163591
4455,12055
2164,10569071
3254,197148
1142,94125426
1222,22433915
3115,10161099
774,48291624
1103,41543207
1380,37304950
1877,10911750
4041,54207
2919,13973532
650,19059018
3206,3205244
93,20991497
742,43290977
1560,45645204
3431,13722
3168,4992159
3484,50820940
1004,29781453
4505,1523883
4287,104077
2163,12626905
3600,1729969
1192,37371385
2402,11702090
3018,2185266
3867,73678
2697,25440971
1182,46012734
1321,13052741
1686,31600000
3621,3798532
3244,12574715
4436,1114943
1989,19283782
3815,24629916
507,68473360
3247,10460089
77,208543795
1871,11008432
2379,11634458
2867,39025000
3735,8000000
396,64933670
1405,16831505
76,241407328
3015,3060858
4511,246574
2820,3148482
4224,0
1555,56068547
4209,6100000
378,127706877
87,217387997
2848,0
2772,54724272
3599,1247453
3323,518134
1224,21176322
1470,50041732
3645,6940281
4154,183490
4477,379122
4272,67631157
325,67344392
705,66734992
1387,25266129
745,40076438
3582,0
4096,13546
2143,8000000
2215,146072
3614,728
4008,4311834
2447,23091
1334,255950375
4200,11278
1773,26761283
1772,145000989
2272,65535067
547,144156464
522,34636443
1795,23510841
3144,162
686,106126012
125,119420252
4396,10508
1601,19976073
1085,84300000
2574,3525161
424,127968405
3187,17843379
2559,8378141
4234,1719913
2313,10494494
4000,5792822
4400,14812
724,47748610
2993,6619173
4414,11562
558,116643346
1148,90835030
948,27667947
1391,24276500
1716,31768374
1049,38360195
3191,15047419
1184,45856732
1833,32368960
762,11802056
2598,909822
345,84037039
2890,13214255
3416,1028337
3057,140987
858,33574332
3454,24475193
2273,22494487
4631,287000
2504,35054909
1708,9664316
3214,724912
4595,1111
3742,39825798
3687,4301331
4535,0
3568,326308
2599,3439835
3624,1687311
2980,50815288
2744,4157491
4210,375723
641,42345531
4103,35918429
2538,12801190
3051,169379
630,69688384
2396,59847242
2774,31597131
1282,40334024
3094,20927794
4240,30859000
3234,685780
779,44665963
798,104354205
3737,539285
330,245823397
1921,31452765
4662,0
1540,62877175
2639,13640000
109,227946274
1068,13560960
4433,1250798
754,5000000
1640,607
3263,1330827
1569,42385520
3652,62549000
533,36976367
1238,20113965
1000,60154431
2247,10049886
1328,277313371
4538,4186931
3175,36500000
2381,10000000
72,150167630
1535,66359959
3228,52961
4264,3386698
1154,70836296
2384,7156725
639,38376497
2915,85300000
1953,13019253
4379,26297
2600,0
993,50173190
4144,373967
1743,65703412
4202,13876974
725,46975183
3559,1082044
688,90646554
4451,31937
3213,532190
3584,4568257
4550,0
110,256386216
2815,5032496
2832,548934
1548,64238770
1181,51853450
1501,59073773
4035,186354
116,179883016
305,77679638
3659,33631221
58,24343673
3079,57176582
906,75367693
1903,14408
2494,35887263
972,20488579
18,255108370
149,111110575
473,15131330
1036,66790248
722,56443482
518,41523271
2870,37766350
1811,41067398
3417,638641
250,48068396
313,50802661
2294,24911670
246,50026353
944,32800000
2430,19057024
973,19445217
1945,40962534
599,35324232
2733,21078145
1812,40218903
2139,15712072
4061,2436
2845,14616
2054,82624961
1608,16323969
339,120618403
344,37567440
2500,31585300
2892,2807854
2661,1752214
4412,79043
2082,35422828
3935,1094998
609,87704396
2814,5542025
