,MapNumber,Score,matchedTittle,movieTittle
490,8803.0,84.0,Something Wild,Something Wicked 
491,5063.0,43.0,WALL-E,AWOL-72 
492,9399.0,55.0,The Blue Iguana,Iguana 
493,12086.0,64.0,Chicago Cab,Chicago Overcoat 
494,7273.0,62.0,Harry and Max,Barry Munday 
495,933.0,56.0,The Cokeville Miracle,Pocketful of Miracles 
496,8864.0,85.0,At Close Range,Close Range 
497,4665.0,67.0,Amelia,Amnesiac 
498,5920.0,75.0,The Ten,The Omen 
499,5771.0,73.0,The Invisible,Griff the Invisible 
500,13280.0,60.0,Unfaithful,Unnatural 
501,6504.0,98.0,Lage Raho Munna Bhai,Lage Raho Munna Bhai 
502,8270.0,80.0,The Black Stallion Returns,The Black Stallion 
503,988.0,60.0,Shaandaar,Sardaar Ji 
504,1866.0,65.0,Journey to the West,Journey to Saturn 
505,4790.0,53.0,Lorna's Silence,Donovan's Reef 
506,8312.0,86.0,The Dresser,The Dress 
507,12359.0,67.0,My Name Is Joe,A Guy Named Joe 
508,8612.0,67.0,Silver Bullet,Silver Medallist 
509,5254.0,67.0,The Fall,Timber Falls 
510,13569.0,76.0,Singin' in the Rain (Re-issue),Singin' in the Rain 
511,10971.0,52.0,The Quick and the Dead,"Fat, Sick & Nearly Dead "
512,3410.0,83.0,Rise of the Planet of the Apes,Escape from the Planet of the Apes 
513,2147.0,57.0,Mud,Hud 
514,13900.0,88.0,Sur le Seuil,Sur le seuil 
515,5278.0,77.0,A Christmas Tale,Christmas Mail 
516,11605.0,67.0,Sprung,Stung 
517,13002.0,63.0,Antitrust,Antibirth 
518,10435.0,77.0,The Remains of the Day,The Rise of the Krays 
519,4314.0,61.0,Stonewall Uprising,Alien Uprising 
520,11317.0,73.0,Stealing Beauty,Bathing Beauty 
521,5724.0,59.0,Shooter,Show Boat 
522,14185.0,96.0,The Calling,The Calling 
523,1971.0,72.0,The Strange Little Cat,The Brave Little Toaster 
524,1057.0,78.0,The Connection,The French Connection 
525,12568.0,86.0,28 Days,8 Days 
526,7010.0,67.0,Match Point,Impact Point 
527,13984.0,64.0,The Safety of Objects,The Valley of Decision 
528,1148.0,89.0,Eden,Eden 
529,6918.0,57.0,Chicken Little,Chicken Tikka Masala 
530,4691.0,67.0,Taking Woodstock,Always Woodstock 
531,2096.0,61.0,Jack the Giant Slayer,Jack Brooks: Monster Slayer 
532,4418.0,77.0,[Rec] 2,[Rec] 
533,7943.0,87.0,Hide in Plain Sight,Lies in Plain Sight 
534,4821.0,62.0,Shrink,Sharkskin 
535,1162.0,72.0,Entertainment,Containment 
536,1084.0,80.0,The Tribe,The Timber 
537,826.0,63.0,In the Heart of the Sea,In the Heat of the Night             
538,11195.0,88.0,Sleepers,Sleeper 
539,4348.0,43.0,No One Knows About Persian Cats,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask 
540,1827.0,72.0,The King and the Mockingbird,To Kill a Mockingbird 
541,11987.0,60.0,Lolita (1998),Lolita 
542,7894.0,82.0,The Hunter,The Hustler 
543,5190.0,60.0,Ghost Town,Boom Town 
544,243.0,58.0,Gentleman,Gentleman's Agreement 
545,13058.0,56.0,Under the Sand,Alexander's Ragtime Band 
546,6508.0,75.0,Strangers with Candy,Strangers with Candy             
547,12317.0,55.0,Get Real,Get Real             
548,8706.0,92.0,Subway,Subway 
549,12817.0,91.0,Hum to Mohabbt Karega,Hum To Mohabbat Karega 
550,12059.0,67.0,Twentyfourseven,24 7: Twenty Four Seven 
551,8542.0,48.0,Eureka,Eureka             
552,14114.0,97.0,This Thing of Ours,This Thing of Ours 
553,10612.0,98.0,Return of the Living Dead III,Return of the Living Dead III 
554,4474.0,92.0,Circle,Circle 
555,9607.0,73.0,Vampire's Kiss,Vampire Killers 
556,3140.0,57.0,Free Men,Freeze Frame 
557,1135.0,60.0,Trace Amounts,Grave Encounters 
558,2117.0,67.0,Snitch,Stitches 
559,9827.0,70.0,Brain Dead,Nine Dead 
560,13931.0,53.0,To Be and to Have,"To Be Frank, Sinatra at 100 "
561,13028.0,67.0,Lantana,Bananas 
562,8473.0,62.0,Runaway,Rockaway 
563,9312.0,42.0,Wings of Desire,Wings             
564,6480.0,62.0,National Lampoon's Van Wilder: The Rise of Taj,No Man's Land: The Rise of Reeker 
565,7620.0,78.0,Highwaymen,Highway 
566,11425.0,64.0,Small Faces,Small Apartments 
567,6866.0,61.0,Coffee Date,Coffee Town 
568,11330.0,57.0,The Portrait of a Lady,The Torture Chamber of Dr. Sadism 
569,10195.0,69.0,Straight Talk,Straight A's 
570,2874.0,55.0,Seeking a Friend for the End of the World,A Funny Thing Happened on the Way to the Forum 
571,13401.0,64.0,Slackers,Slacker Uprising 
572,8023.0,56.0,The Legend of the Lone Ranger,The Legend of Hell's Gate: An American Conspiracy 
573,11028.0,86.0,The Walking Dead,The Walking Deceased 
574,8583.0,64.0,The Care Bears Movie,The Curse of Downers Grove 
575,7362.0,76.0,Shark Tale,Shark Lake 
576,10721.0,63.0,The Madness of King George,The Marine 4: Moving Target 
577,4244.0,95.0,The Square,The Square 
578,13376.0,82.0,Abandon,Abandoned 
579,407.0,68.0,A Street Cat Named Bob,A Streetcar Named Desire 
580,4359.0,47.0,Strange Powers: Stephin Merritt and the Magnetic Fields,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 
581,1447.0,81.0,Dawn of the Planet of the Apes,Battle for the Planet of the Apes 
582,7177.0,60.0,Kaal,Vaalu 
583,6878.0,62.0,Agnes and His Brothers,Ed and His Dead Mother 
584,6854.0,61.0,Hair High,Hang 'Em High 
585,13173.0,65.0,Herman U.S.A.,Deadline - U.S.A. 
586,2030.0,62.0,Souldier,Sublime 
587,1773.0,66.0,A Birder's Guide to Everything,A Beginner's Guide to Snuff 
588,11167.0,82.0,Independence Day,Independence Daysaster 
589,3278.0,98.0,Dysfunctional Friends,Dysfunctional Friends 
590,1377.0,75.0,Against the Sun,Against the Wild 
591,2548.0,57.0,Smash & Grab: The Story of the Pink Panthers,Living Dark: The Story of Ted the Caver 
592,1447.0,83.0,Dawn of the Planet of the Apes,Conquest of the Planet of the Apes 
593,150.0,58.0,Southside with You,You Can't Take It with You 
594,14116.0,68.0,From Here to Eternity (50th Anniversary),From Here to Eternity 
595,4713.0,59.0,The White Ribbon,She Wore a Yellow Ribbon 
596,2514.0,84.0,Out in the Dark,Out of the Dark 
597,1057.0,77.0,The Connection,The Conversation 
598,13818.0,96.0,Cabin Fever,Cabin Fever 
599,6739.0,75.0,Can Mr. Smith Get to Washington Anymore?,Mr. Smith Goes to Washington 
600,8163.0,65.0,Forced Vengeance,Kickboxer: Vengeance 
601,3210.0,76.0,Hellbound?,Spellbound 
602,8541.0,94.0,Repo Man,Repo Man 
603,281.0,95.0,Unsullied,Unsullied 
604,3665.0,82.0,Mooz-lum,Mooz-Lum 
605,5996.0,93.0,Hatchet,Hatchet 
606,129.0,76.0,Fifty Shades of Black,Forty Shades of Blue 
607,1411.0,98.0,Me You and Five Bucks,Me You and Five Bucks 
608,550.0,67.0,Southbound,Housebound 
609,7923.0,58.0,How to Beat the High Cost of Living,Wal-Mart: The High Cost of Low Price 
610,6253.0,58.0,Everything's Cool,Fetching Cody 
611,13762.0,79.0,Once Upon a Time in Mexico,Once Upon a Time in Queens 
612,5188.0,76.0,Fly Me to the Moon,Closer to the Moon 
613,1833.0,67.0,Adult World,Mutant World 
614,2063.0,64.0,Grown Ups 2,Growing Up Smith 
615,4984.0,63.0,Chocolate,Checkmate 
616,3530.0,53.0,Warrior,#Horror 
617,13292.0,83.0,Windtalkers,Wind Walkers 
618,5955.0,62.0,Chalk,Shalako 
619,10251.0,78.0,The Lover,The Dog Lover 
620,2862.0,70.0,Silent House,Girl House 
621,2827.0,83.0,House at the End of The Street,House at the End of the Drive 
622,9583.0,82.0,Babar: The Movie,Batman: The Movie 
623,8361.0,98.0,The Ballad of Gregorio Cortez,The Ballad of Gregorio Cortez 
624,11026.0,55.0,The Secret of Roan Inish,The Streets of San Francisco             
625,1033.0,62.0,Above and Beyond,Space: Above and Beyond             
626,8063.0,79.0,King of the Mountain,Queen of the Mountains 
627,8694.0,95.0,Def-Con 4,Def-Con 4 
628,956.0,49.0,The 100-Year Old Man Who Climbed Out the Window and Disappeared,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It 
629,13098.0,65.0,Forgive Me Father,Forget Me Not 
630,5252.0,53.0,Redbelt,Rebecca 
631,6893.0,85.0,The Long Weekend,The Lost Weekend 
632,8490.0,94.0,C.H.U.D.,C.H.U.D. 
633,12318.0,63.0,The King of Masks,The Lion of Judah 
634,12037.0,58.0,"Niagara, Niagara",Niagara 
635,6559.0,57.0,Down in the Valley,How Green Was My Valley 
636,4755.0,79.0,The Girlfriend Experience,The Girlfriend Experience             
637,9857.0,60.0,The Blood of Heroes,Da Sweet Blood of Jesus 
638,4085.0,80.0,The American,The Algerian 
639,3280.0,76.0,The Trouble with Bliss,The Trouble with Harry 
640,7547.0,69.0,The Blue Butterfly,The Blue Bird 
641,13494.0,50.0,CQ,Q 
642,1319.0,60.0,The Pardon,Grand Theft Parsons 
643,5686.0,70.0,Bee Movie,Extreme Movie 
644,670.0,67.0,The Dying of the Light,The Charge of the Light Brigade 
645,3706.0,67.0,Bellflower,Below Zero 
646,10827.0,62.0,Cronos,Crowsnest 
647,11311.0,55.0,Cold Comfort Farm,Cotton Comes to Harlem 
648,5010.0,76.0,The River Within,The Wicked Within 
649,14039.0,67.0,Open Hearts,Bleeding Hearts 
650,7033.0,61.0,Wolf Creek,Wolf Creek             
651,954.0,55.0,Faith of Our Fathers,Faith Like Potatoes 
652,8249.0,76.0,The Dead Zone,The Dead Undead 
653,4078.0,77.0,The Last Exorcism,The Vatican Exorcisms 
654,6132.0,63.0,Cashback,Casablanca 
655,10116.0,64.0,Naked Tango,Lake Mungo 
656,10391.0,64.0,Rookie of the Year,Rocket Singh: Salesman of the Year 
657,8146.0,69.0,Silent Rage,Silent Running 
658,1980.0,81.0,Sleepwalker,The Sleepwalker 
659,11586.0,70.0,Love Jones,Tom Jones 
660,5208.0,67.0,Sex Drive,Taxi Driver 
661,574.0,74.0,Love Me True,Love Me Tender 
662,6434.0,62.0,Letters from Iwo Jima,Sands of Iwo Jima 
663,4723.0,90.0,Departures,Departure 
664,13914.0,96.0,Bubba Ho-Tep,Bubba Ho-Tep 
665,7986.0,95.0,"History of the World, Part I",History of the World: Part I 
666,13205.0,97.0,Speedway Junky,Speedway Junky 
667,11447.0,61.0,The Low Life,16 to Life 
668,7324.0,97.0,The Helix... Loaded,The Helix... Loaded 
669,1758.0,67.0,Hellion,Heli 
670,2521.0,62.0,Paradise: Love,Karachi se Lahore 
671,1477.0,69.0,Annabelle,Loving Annabelle 
672,7116.0,67.0,Heights,Hits 
673,2725.0,67.0,Billy and Buddy,Jimmy and Judy 
674,9610.0,70.0,War Party,Frat Party 
675,10626.0,79.0,When the Party's Over,The Party's Over 
676,7743.0,62.0,Proteus,Proud 
677,6358.0,80.0,The Lake House,The Poker House 
678,1425.0,95.0,Childless,Childless 
679,10010.0,63.0,Eve of Destruction,ZMD: Zombies of Mass Destruction 
680,9141.0,61.0,White Water Summer,Snow White: A Deadly Summer 
681,9853.0,72.0,Hidden Agenda,Hidden Away 
682,13512.0,68.0,Me Without You,My Last Day Without You 
683,9526.0,71.0,Shag: The Movie,Steppin: The Movie 
684,13231.0,57.0,Sorority Girls' Revenge,Doc Holliday's Revenge 
685,5853.0,76.0,Black Book,Black Rock 
686,8857.0,64.0,True Stories,Truth or Die 
687,11631.0,88.0,The Pest,The Pet 
688,1612.0,75.0,Bang Bang,Bang Bang Baby 
689,194.0,58.0,Dear Zindagi,Fear Clinic 
690,7894.0,67.0,The Hunter,Zombie Hunter 
691,8819.0,70.0,A Fine Mess,A Fine Step 
692,13468.0,92.0,Charly,Charly 
693,4497.0,60.0,The Red Chapel,Banshee Chapter 
694,12162.0,38.0,Message in a Bottle,Jesse             
695,9476.0,64.0,Say Anything,Ask Me Anything 
696,6183.0,97.0,And Then Came Love,And Then Came Love 
697,4221.0,59.0,All Good Things,Food Chains 
698,4033.0,59.0,The Social Network,The Horror Network Vol. 1 
699,3022.0,60.0,Elena,Elza 
700,8462.0,67.0,1984,1982 
701,5605.0,97.0,London to Brighton,London to Brighton 
702,10585.0,86.0,American Heart,American Hero 
703,1399.0,96.0,Windsor Drive,Windsor Drive 
704,5434.0,68.0,Praying with Lior,Crying with Laughter 
705,13433.0,63.0,Harrison's Flowers,Harrison Montgomery 
706,5989.0,80.0,Live in Maid,Live-In Maid 
707,7742.0,96.0,The Mudge Boy,The Mudge Boy 
708,7884.0,55.0,Tess,Vessel 
709,8822.0,53.0,Transformers: The Movie,Iraq for Sale: The War Profiteers 
710,7660.0,76.0,The Agronomist,The Conformist 
711,271.0,64.0,A Tale of Love and Darkness,All the Boys Love Mandy Lane 
712,1508.0,67.0,Blended,Bled 
713,3069.0,67.0,High School,High Noon 
714,9744.0,74.0,Mr. Destiny,Destiny 
715,1343.0,98.0,The Sisterhood of Night,The Sisterhood of Night 
716,10720.0,62.0,Bad Girls,B-Girl 
717,1114.0,69.0,Adult Beginners,Adulterers 
718,13401.0,70.0,Slackers,Starsuckers 
719,9831.0,78.0,The Last of the Finest,The Hadza: Last of the First 
720,3874.0,91.0,After,After 
721,8408.0,78.0,Teachers,Treachery 
722,6487.0,83.0,Water,Walter 
723,25.0,65.0,The Angry Birds Movie,The Kentucky Fried Movie 
724,660.0,98.0,They Will Have to Kill Us First,They Will Have to Kill Us First 
725,13664.0,98.0,Crop Circles: Quest for Truth,Crop Circles: Quest for Truth 
726,12322.0,68.0,Straight from the Heart,Light from the Darkroom 
727,5157.0,64.0,Untraceable,Irreplaceable 
728,13462.0,73.0,The Son's Room,The Maid's Room 
729,12253.0,79.0,The Love Letter,Love Letters 
730,9351.0,56.0,Julia and Julia,Julija in alfa Romeo 
731,1947.0,97.0,Faith Connections,Faith Connections 
732,4687.0,67.0,The Road,High Road 
733,10351.0,96.0,Johnny Suede,Johnny Suede 
734,10534.0,67.0,Kalifornia,The Californians 
735,5957.0,73.0,Crazy Love,Crazy Stone 
736,6172.0,50.0,Syndromes and a Century,Scott Walker: 30 Century Man 
737,13224.0,98.0,Everything Put Together,Everything Put Together 
738,13272.0,67.0,Insomnia,Insomnia Manica 
739,8949.0,60.0,Outrageous Fortune,The Outrageous Sophie Tucker 
740,14018.0,58.0,No Good Deed,Now Is Good 
741,1488.0,60.0,God's Not Dead,Girls Gone Dead 
742,12898.0,58.0,America's Sweethearts,America Is Still the Place 
743,6696.0,75.0,Unconscious,Subconscious 
744,11721.0,67.0,Nowhere,Enter Nowhere 
745,12318.0,72.0,The King of Masks,The King of Najayo 
746,7457.0,68.0,Flight of the Phoenix,Fight to the Finish 
747,1973.0,60.0,The Devil's Hand,Alleluia! The Devil's Carnival 
748,7059.0,75.0,The Squid and the Whale,The Sound and the Shadow 
749,1454.0,70.0,Gone Girl,Rodeo Girl 
750,1950.0,70.0,The Little Bedroom,The Little Ponderosa Zoo 
751,9604.0,79.0,The Toxic Avenger Part II,The Toxic Avenger 
752,12409.0,67.0,Diamonds,Diamond Ruff 
753,6989.0,74.0,Just Friends,Mutual Friends 
754,6280.0,55.0,'Tis Autumn: The Search for Jackie Paris,Rise of the Entrepreneur: The Search for a Better Way 
755,7938.0,80.0,Roadie,Roadside 
756,5300.0,44.0,Heroes (2008),Heroes             
757,13667.0,89.0,Love in the Time of Money,Love in the Time of Monsters 
758,7965.0,63.0,Home Movies,Home Movies             
759,7351.0,97.0,The Dark Hours,The Dark Hours 
760,8861.0,98.0,My Beautiful Laundrette,My Beautiful Laundrette 
761,12695.0,71.0,Shower,Show Me 
762,9485.0,60.0,Crimes and Misdemeanors,Cries & Whispers 
763,6590.0,49.0,Steve Harvey's Don't Trip... He Ain't Through with Me Yet!,Intolerance: Love's Struggle Throughout the Ages 
764,8333.0,96.0,The Evil Dead,The Evil Dead 
765,8709.0,61.0,Revolution,Revolution             
766,4582.0,50.0,Hotel for Dogs,Rotor DR1 
767,13722.0,55.0,Anger Management,12 Angry Men 
768,637.0,74.0,What Happened Last Night,It Happened One Night 
769,3545.0,72.0,The Big Year,The Big Swap 
770,3822.0,96.0,3 Backyards,3 Backyards 
771,1207.0,58.0,Pierrot le fou (2015 re-issue),Pierrot le Fou 
772,4900.0,95.0,Royal Kill,Royal Kill 
773,5137.0,77.0,Death Race,Death Race 2000 
774,10293.0,73.0,A Midnight Clear,Midnight Cabaret 
775,2834.0,59.0,Alex Cross,Anderson's Cross 
776,13958.0,62.0,Blizzard,Bizarre 
777,9003.0,64.0,Radio Days,Graduation Day 
778,1585.0,56.0,Dear White People,Some Guy Who Kills People 
779,1370.0,75.0,Death Valley,Death Calls 
780,6806.0,62.0,The Devil's Miner,Amidst the Devil's Wings 
781,14108.0,71.0,My Flesh and Blood,Teeth and Blood 
782,5456.0,65.0,Happy Valley,Happy Valley             
783,13870.0,73.0,In the Cut,On the Outs 
784,1270.0,50.0,Eva,Exam 
785,6102.0,55.0,Colma: The Musical,Sunday School Musical 
786,235.0,73.0,Rustom,Rust 
787,3764.0,55.0,Inkubus,Ink 
788,2219.0,75.0,The Christmas Candle,The Christmas Bunny 
789,8732.0,71.0,Ruthless People,Jesus People 
790,12676.0,95.0,Butterfly,Butterfly 
791,7330.0,67.0,Unveiled,UnDivided 
792,265.0,76.0,The Bronze,The Frozen 
793,12253.0,97.0,The Love Letter,The Love Letter 
794,4830.0,60.0,Horse Boy,Horse Camp 
795,1635.0,76.0,Gimme Shelter,Give Me Shelter 
796,3545.0,74.0,The Big Year,The Big Parade 
797,875.0,72.0,Little Boy,Little Big Top 
798,1421.0,97.0,Along the Roadside,Along the Roadside 
799,5837.0,56.0,The Last Legion,Western Religion 
800,571.0,67.0,The Sea of Trees,The Stewardesses 
801,4619.0,58.0,Under the Sea 3D,"20,000 Leagues Under the Sea "
802,7918.0,93.0,Mad Max,Mad Max 
803,10630.0,56.0,The Lion King,She Done Him Wrong 
804,7692.0,96.0,Malevolence,Malevolence 
805,12016.0,63.0,Shooting Fish,Shooting the Warwicks 
806,5687.0,67.0,Superbad,Super Hybrid 
807,7310.0,94.0,Solitude,Solitude 
808,6781.0,98.0,The Case of the Grinning Cat,The Case of the Grinning Cat 
809,4825.0,55.0,Crude,Ordet 
810,4382.0,68.0,Tales from Earthsea,The Man from Earth 
811,5219.0,71.0,An American Carol,An American Girl Holiday 
812,6270.0,53.0,He Was a Quiet Man,Yesterday Was a Lie 
813,532.0,68.0,The Eyes of My Mother,Theresa Is a Mother 
814,5166.0,40.0,W.,H. 
815,10153.0,67.0,Scent of a Woman,Archaeology of a Woman 
816,1264.0,97.0,Butterfly Girl,Butterfly Girl 
817,2140.0,73.0,The World's End,The World Is Mine 
818,14185.0,96.0,The Calling,The Calling 
819,680.0,64.0,A Perfect Day,Perfect Cowboy 
820,8015.0,68.0,The Night the Lights Went Out in Georgia,When the Lights Went Out 
821,7170.0,64.0,House of D,Heroes of Dirt 
822,73.0,62.0,Almost Christmas,A Charlie Brown Christmas 
823,4658.0,67.0,Armored,Aroused 
824,8159.0,95.0,Cat People,Cat People 
825,8739.0,68.0,An American Tail,An American in Hollywood 
826,11029.0,72.0,The Tie That Binds,The Brain That Sings 
827,9857.0,74.0,The Blood of Heroes,The Blood of My Brother 
828,8293.0,69.0,Romantic Comedy,Romantic Schemer 
829,10356.0,63.0,Bed and Breakfast,A Dog's Breakfast 
830,10356.0,63.0,Bed and Breakfast,A Dog's Breakfast 
831,9780.0,98.0,Night of the Living Dead,Night of the Living Dead 
832,6186.0,55.0,Live Free or Die,Une Femme Mariée 
833,116.0,98.0,The Birth of a Nation,The Birth of a Nation 
834,14203.0,98.0,The Work and the Story,The Work and the Story 
835,11180.0,71.0,Eraser,Eraserhead 
836,8184.0,86.0,Penitentiary II,Penitentiary 
837,12555.0,82.0,"Dude, Where's My Car?","Dude, Where's My Dog?! "
838,1839.0,82.0,Video Games: The Movie,Indie Game: The Movie 
839,7433.0,71.0,Closer,Closure 
840,1694.0,76.0,In Secret,Open Secret 
841,6152.0,50.0,Czech Dream,Echo Dr. 
842,9635.0,84.0,Night Visitor,The Night Visitor 
843,1853.0,98.0,The Past is a Grotesque Animal,The Past is a Grotesque Animal 
844,7315.0,94.0,"Peace, Propaganda and the Promised Land","Peace, Propaganda & the Promised Land "
845,10814.0,61.0,Queen Margot,Queen Crab 
846,8443.0,58.0,The Evil That Men Do,The Brain That Wouldn't Die 
847,2994.0,75.0,The Oranges,Tiger Orange 
848,2665.0,98.0,Supporting Characters,Supporting Characters 
849,604.0,67.0,Argentina,Absentia 
850,1700.0,78.0,The Pirates,The Dirties 
851,13050.0,94.0,Gabriela,Gabriela 
852,1407.0,82.0,Hayride 2,Hayride 
853,10848.0,72.0,The New Age,The Naked Ape 
854,1324.0,94.0,Counting,Counting 
855,934.0,63.0,The Salt of the Earth,The Call of Cthulhu 
856,9770.0,67.0,Blue Steel,Bending Steel 
857,5355.0,95.0,The Signal,The Signal 
858,5941.0,74.0,The Singing Revolution,The Image Revolution 
859,2577.0,93.0,This is Martin Bonner,This Is Martin Bonner 
860,881.0,87.0,True Story,A True Story 
861,1321.0,98.0,Dawn of the Crescent Moon,Dawn of the Crescent Moon 
862,8848.0,53.0,'Round Midnight,Raymond Did It 
863,5261.0,50.0,Roman de Gare,"Run, Hide, Die "
864,6671.0,97.0,Mutual Appreciation,Mutual Appreciation 
865,4236.0,59.0,The City of Your Final Destination,Her Cry: La Llorona Investigation 
866,9210.0,64.0,Funny Farm,Funny Ha Ha 
867,14166.0,92.0,Manito,Manito 
868,10314.0,93.0,Rampage,Rampage 
869,2182.0,64.0,Machete Kills,Dutch Kills 
870,11310.0,57.0,Mary Reilly,Dry Spell 
871,1153.0,50.0,Flowers,Flywheel 
872,1079.0,63.0,Experimenter,Exeter 
873,11734.0,84.0,The Ride,The Ridges 
874,7271.0,62.0,Memories of Murder,Stories of Our Lives 
875,5165.0,65.0,Superhero Movie,All Superheroes Must Die 
876,2112.0,64.0,Pain and Gain,Tin Can Man 
877,9950.0,67.0,Only the Lonely,On the Downlow 
878,8512.0,54.0,A Sunday in the Country,Sanctuary; Quite a Conundrum 
879,11524.0,67.0,Bean,Bang 
880,10630.0,76.0,The Lion King,The Mongol King 
881,9239.0,68.0,Stand and Deliver,Signed Sealed Delivered 
882,12425.0,51.0,Following,The Following             
883,4384.0,56.0,Change of Plans,A Plague So Pleasant 
