,MapNumber,Score,matchedTittle,movieTittle
497,4665.0,71.0,Amelia,Amnesiac 
498,115.0,80.0,The Comedian,The Omen 
499,1908.0,84.0,The Great Invisible,Griff the Invisible 
500,8389.0,70.0,The Natural,Unnatural 
501,6504.0,100.0,Lage Raho Munna Bhai,Lage Raho Munna Bhai 
502,8270.0,82.0,The Black Stallion Returns,The Black Stallion 
503,5283.0,70.0,Sarkar Raj,Sardaar Ji 
504,8617.0,69.0,Return to Oz,Journey to Saturn 
505,3350.0,60.0,Downtown Express,Donovan's Reef 
506,8312.0,90.0,The Dresser,The Dress 
507,13073.0,65.0,All Over the Guy,A Guy Named Joe 
508,8612.0,69.0,Silver Bullet,Silver Medallist 
509,5254.0,70.0,The Fall,Timber Falls 
510,13569.0,80.0,Singin' in the Rain (Re-issue),Singin' in the Rain 
511,11550.0,62.0,Father's Day,"Fat, Sick & Nearly Dead "
512,1447.0,81.0,Dawn of the Planet of the Apes,Escape from the Planet of the Apes 
513,2147.0,67.0,Mud,Hud 
514,13900.0,100.0,Sur le Seuil,Sur le seuil 
515,5278.0,80.0,A Christmas Tale,Christmas Mail 
516,11605.0,73.0,Sprung,Stung 
517,7514.0,71.0,Birth,Antibirth 
518,10435.0,79.0,The Remains of the Day,The Rise of the Krays 
519,10194.0,77.0,Raising Cain,Alien Uprising 
520,9476.0,69.0,Say Anything,Bathing Beauty 
521,6978.0,70.0,Beauty Shop,Show Boat 
522,14185.0,100.0,The Calling,The Calling 
523,4784.0,71.0,The Little Traitor,The Brave Little Toaster 
524,1057.0,80.0,The Connection,The French Connection 
525,12568.0,92.0,28 Days,8 Days 
526,7010.0,78.0,Match Point,Impact Point 
527,5833.0,79.0,In the Valley of Elah,The Valley of Decision 
528,1148.0,100.0,Eden,Eden 
529,3014.0,63.0,Chicken with Plums,Chicken Tikka Masala 
530,4691.0,69.0,Taking Woodstock,Always Woodstock 
531,4847.0,62.0,Monster Beach Party,Jack Brooks: Monster Slayer 
532,4418.0,75.0,[Rec] 2,[Rec] 
533,14147.0,80.0,Hidden in Plain Sight,Lies in Plain Sight 
534,4821.0,67.0,Shrink,Sharkskin 
535,1162.0,75.0,Entertainment,Containment 
536,1084.0,84.0,The Tribe,The Timber 
537,670.0,78.0,The Dying of the Light,In the Heat of the Night             
538,11195.0,93.0,Sleepers,Sleeper 
539,7077.0,50.0,Me and You and Everyone We Know,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask 
540,1827.0,73.0,The King and the Mockingbird,To Kill a Mockingbird 
541,11987.0,71.0,Lolita (1998),Lolita 
542,7894.0,86.0,The Hunter,The Hustler 
543,1757.0,71.0,In Bloom,Boom Town 
544,3832.0,62.0,A Somewhat Gentle Man,Gentleman's Agreement 
545,8294.0,70.0,Fanny and Alexander,Alexander's Ragtime Band 
546,6508.0,100.0,Strangers with Candy,Strangers with Candy             
547,12317.0,100.0,Get Real,Get Real             
548,8706.0,100.0,Subway,Subway 
549,12817.0,98.0,Hum to Mohabbt Karega,Hum To Mohabbat Karega 
550,521.0,58.0,The Seventh Fire,24 7: Twenty Four Seven 
551,8542.0,100.0,Eureka,Eureka             
552,14114.0,100.0,This Thing of Ours,This Thing of Ours 
553,10612.0,100.0,Return of the Living Dead III,Return of the Living Dead III 
554,4474.0,100.0,Circle,Circle 
555,9607.0,76.0,Vampire's Kiss,Vampire Killers 
556,12593.0,62.0,Reindeer Games,Freeze Frame 
557,9348.0,64.0,Five Corners,Grave Encounters 
558,9762.0,74.0,The Witches,Stitches 
559,9149.0,82.0,Deadline,Nine Dead 
560,3577.0,57.0,Bucky Larson: Born to Be a Star,"To Be Frank, Sinatra at 100 "
561,1987.0,73.0,Anna,Bananas 
562,8473.0,67.0,Runaway,Rockaway 
563,9175.0,80.0,Twins,Wings             
564,14034.0,65.0,Stoked: The Rise and Fall of Gator,No Man's Land: The Rise of Reeker 
565,7620.0,82.0,Highwaymen,Highway 
566,11319.0,71.0,Joe's Apartment,Small Apartments 
567,1012.0,74.0,Freetown,Coffee Town 
568,826.0,62.0,In the Heart of the Sea,The Torture Chamber of Dr. Sadism 
569,7763.0,74.0,Straight-Jacket,Straight A's 
570,380.0,59.0,Best Worst Thing That Ever Could Have Happened,A Funny Thing Happened on the Way to the Forum 
571,13672.0,69.0,The Rising Place,Slacker Uprising 
572,7144.0,59.0,CSA: The Confederate States of America,The Legend of Hell's Gate: An American Conspiracy 
573,11028.0,89.0,The Walking Dead,The Walking Deceased 
574,6471.0,81.0,Curse of the Golden Flower,The Curse of Downers Grove 
575,7585.0,71.0,Lakshya,Shark Lake 
576,10027.0,67.0,The Man in the Moon,The Marine 4: Moving Target 
577,4244.0,100.0,The Square,The Square 
578,13376.0,88.0,Abandon,Abandoned 
579,407.0,65.0,A Street Cat Named Bob,A Streetcar Named Desire 
580,269.0,54.0,"Lo and Behold, Reveries of the Connected World",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 
581,1447.0,83.0,Dawn of the Planet of the Apes,Battle for the Planet of the Apes 
582,13113.0,73.0,Tuvalu,Vaalu 
583,4189.0,68.0,Mother and Child,Ed and His Dead Mother 
584,4412.0,67.0,Shanghai Red,Hang 'Em High 
585,9149.0,73.0,Deadline,Deadline - U.S.A. 
586,2030.0,67.0,Souldier,Sublime 
587,1773.0,60.0,A Birder's Guide to Everything,A Beginner's Guide to Snuff 
588,11167.0,84.0,Independence Day,Independence Daysaster 
589,3278.0,100.0,Dysfunctional Friends,Dysfunctional Friends 
590,5779.0,83.0,Into the Wild,Against the Wild 
591,5405.0,67.0,The Other End of the Line,Living Dark: The Story of Ted the Caver 
592,1447.0,84.0,Dawn of the Planet of the Apes,Conquest of the Planet of the Apes 
593,5087.0,65.0,You Don't Mess with the Zohan,You Can't Take It with You 
594,14116.0,71.0,From Here to Eternity (50th Anniversary),From Here to Eternity 
595,1748.0,60.0,The One I Wrote For You,She Wore a Yellow Ribbon 
596,2514.0,87.0,Out in the Dark,Out of the Dark 
597,1057.0,80.0,The Connection,The Conversation 
598,13818.0,100.0,Cabin Fever,Cabin Fever 
599,6739.0,77.0,Can Mr. Smith Get to Washington Anymore?,Mr. Smith Goes to Washington 
600,8163.0,69.0,Forced Vengeance,Kickboxer: Vengeance 
601,3210.0,84.0,Hellbound?,Spellbound 
602,8541.0,100.0,Repo Man,Repo Man 
603,281.0,100.0,Unsullied,Unsullied 
604,3665.0,100.0,Mooz-lum,Mooz-Lum 
605,5996.0,100.0,Hatchet,Hatchet 
606,129.0,78.0,Fifty Shades of Black,Forty Shades of Blue 
607,1411.0,100.0,Me You and Five Bucks,Me You and Five Bucks 
608,3210.0,74.0,Hellbound?,Housebound 
609,12678.0,61.0,The Color of Paradise,Wal-Mart: The High Cost of Low Price 
610,4320.0,62.0,Touching Home,Fetching Cody 
611,13762.0,73.0,Once Upon a Time in Mexico,Once Upon a Time in Queens 
612,5188.0,78.0,Fly Me to the Moon,Closer to the Moon 
613,1228.0,76.0,Tap World,Mutant World 
614,4459.0,69.0,The Kids Grow Up,Growing Up Smith 
615,4984.0,67.0,Chocolate,Checkmate 
616,3530.0,62.0,Warrior,#Horror 
617,895.0,73.0,Wild Tales,Wind Walkers 
618,5955.0,67.0,Chalk,Shalako 
619,10251.0,82.0,The Lover,The Dog Lover 
620,13159.0,78.0,The Girl,Girl House 
621,2827.0,78.0,House at the End of The Street,House at the End of the Drive 
622,9583.0,84.0,Babar: The Movie,Batman: The Movie 
623,8361.0,100.0,The Ballad of Gregorio Cortez,The Ballad of Gregorio Cortez 
624,11026.0,69.0,The Secret of Roan Inish,The Streets of San Francisco             
625,1033.0,84.0,Above and Beyond,Space: Above and Beyond             
626,11673.0,77.0,Prisoner of the Mountains,Queen of the Mountains 
627,8694.0,100.0,Def-Con 4,Def-Con 4 
628,10999.0,50.0,The Englishman Who Went Up a Hill But Came Down a Mountain,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It 
629,4893.0,77.0,Not Forgotten,Forget Me Not 
630,8318.0,59.0,Trenchcoat,Rebecca 
631,6893.0,88.0,The Long Weekend,The Lost Weekend 
632,8490.0,100.0,C.H.U.D.,C.H.U.D. 
633,9162.0,75.0,End of the Line,The Lion of Judah 
634,4217.0,67.0,Agora,Niagara 
635,11476.0,59.0,Eden Valley,How Green Was My Valley 
636,4755.0,100.0,The Girlfriend Experience,The Girlfriend Experience             
637,9857.0,62.0,The Blood of Heroes,Da Sweet Blood of Jesus 
638,4085.0,83.0,The American,The Algerian 
639,2820.0,82.0,Trouble with the Curve,The Trouble with Harry 
640,9309.0,88.0,The Big Blue,The Blue Bird 
641,13494.0,67.0,CQ,Q 
642,1596.0,68.0,The Grand Seduction,Grand Theft Parsons 
643,13405.0,75.0,Extreme Ops,Extreme Movie 
644,6569.0,73.0,The Heart of the Game,The Charge of the Light Brigade 
645,3706.0,70.0,Bellflower,Below Zero 
646,602.0,67.0,Star Crossed,Crowsnest 
647,5188.0,60.0,Fly Me to the Moon,Cotton Comes to Harlem 
648,9602.0,65.0,The Terror Within,The Wicked Within 
649,9945.0,67.0,Lionheart,Bleeding Hearts 
650,7033.0,100.0,Wolf Creek,Wolf Creek             
651,7015.0,65.0,A Lot Like Love,Faith Like Potatoes 
652,8249.0,79.0,The Dead Zone,The Dead Undead 
653,922.0,74.0,The Vatican Tapes,The Vatican Exorcisms 
654,10288.0,69.0,Casablanca (Re-issue),Casablanca 
655,10116.0,67.0,Naked Tango,Lake Mungo 
656,2325.0,64.0,Singh Saab The Great,Rocket Singh: Salesman of the Year 
657,3264.0,77.0,Silent Night,Silent Running 
658,1980.0,85.0,Sleepwalker,The Sleepwalker 
659,10487.0,82.0,Mr. Jones,Tom Jones 
660,11371.0,71.0,Taxi Driver (re-issue),Taxi Driver 
661,574.0,77.0,Love Me True,Love Me Tender 
662,13706.0,60.0,Execution of Wanda Jean,Sands of Iwo Jima 
663,4723.0,95.0,Departures,Departure 
664,13914.0,100.0,Bubba Ho-Tep,Bubba Ho-Tep 
665,7986.0,100.0,"History of the World, Part I",History of the World: Part I 
666,13205.0,100.0,Speedway Junky,Speedway Junky 
667,10795.0,71.0,To Live,16 to Life 
668,7324.0,100.0,The Helix... Loaded,The Helix... Loaded 
669,1289.0,86.0,Eli,Heli 
670,1968.0,61.0,Love and Air Sex,Karachi se Lahore 
671,1477.0,72.0,Annabelle,Loving Annabelle 
672,7116.0,73.0,Heights,Hits 
673,2725.0,69.0,Billy and Buddy,Jimmy and Judy 
674,2950.0,71.0,Rampart,Frat Party 
675,10626.0,86.0,When the Party's Over,The Party's Over 
676,3540.0,67.0,Prom,Proud 
677,6358.0,83.0,The Lake House,The Poker House 
678,1425.0,100.0,Childless,Childless 
679,7789.0,64.0,Weapons of Mass Deception,ZMD: Zombies of Mass Destruction 
680,3942.0,65.0,How I Ended This Summer,Snow White: A Deadly Summer 
681,9853.0,75.0,Hidden Agenda,Hidden Away 
682,13512.0,70.0,Me Without You,My Last Day Without You 
683,5677.0,74.0,The Simpsons Movie,Steppin: The Movie 
684,5744.0,62.0,Mr. Bean's Holiday,Doc Holliday's Revenge 
685,5853.0,80.0,Black Book,Black Rock 
686,10964.0,73.0,To Die For,Truth or Die 
687,11631.0,93.0,The Pest,The Pet 
688,1612.0,78.0,Bang Bang,Bang Bang Baby 
689,5306.0,67.0,"War, Inc.",Fear Clinic 
690,7894.0,70.0,The Hunter,Zombie Hunter 
691,376.0,73.0,Fire at Sea,A Fine Step 
692,13468.0,100.0,Charly,Charly 
693,5477.0,64.0,Chapter 27,Banshee Chapter 
694,7884.0,67.0,Tess,Jesse             
695,13883.0,79.0,Anything Else,Ask Me Anything 
696,6183.0,100.0,And Then Came Love,And Then Came Love 
697,10788.0,67.0,China Moon,Food Chains 
698,9107.0,62.0,Return to Horror High,The Horror Network Vol. 1 
699,4934.0,75.0,Teza,Elza 
700,8462.0,75.0,1984,1982 
701,5605.0,100.0,London to Brighton,London to Brighton 
702,10585.0,89.0,American Heart,American Hero 
703,1399.0,100.0,Windsor Drive,Windsor Drive 
704,10154.0,69.0,The Crying Game,Crying with Laughter 
705,1346.0,60.0,Horse Money,Harrison Montgomery 
706,5989.0,100.0,Live in Maid,Live-In Maid 
707,7742.0,100.0,The Mudge Boy,The Mudge Boy 
708,350.0,67.0,Eva Hesse,Vessel 
709,9436.0,62.0,The War of the Roses,Iraq for Sale: The War Profiteers 
710,7660.0,79.0,The Agronomist,The Conformist 
711,13434.0,66.0,The Dangerous Lives of Altar Boys,All the Boys Love Mandy Lane 
712,7785.0,80.0,Fabled,Bled 
713,7079.0,76.0,High Tension,High Noon 
714,9744.0,82.0,Mr. Destiny,Destiny 
715,1343.0,100.0,The Sisterhood of Night,The Sisterhood of Night 
716,11316.0,83.0,Girl 6,B-Girl 
717,1114.0,72.0,Adult Beginners,Adulterers 
718,4897.0,78.0,Trucker,Starsuckers 
719,9831.0,82.0,The Last of the Finest,The Hadza: Last of the First 
720,3874.0,100.0,After,After 
721,8408.0,82.0,Teachers,Treachery 
722,6487.0,91.0,Water,Walter 
723,1939.0,71.0,Eternity the Movie,The Kentucky Fried Movie 
724,660.0,100.0,They Will Have to Kill Us First,They Will Have to Kill Us First 
725,13664.0,100.0,Crop Circles: Quest for Truth,Crop Circles: Quest for Truth 
726,1292.0,68.0,The Armor of Light,Light from the Darkroom 
727,5157.0,67.0,Untraceable,Irreplaceable 
728,11278.0,71.0,Marvin's Room,The Maid's Room 
729,8483.0,83.0,Love Letters (1984),Love Letters 
730,2249.0,63.0,Romeo and Juliet (2013),Julija in alfa Romeo 
731,1947.0,100.0,Faith Connections,Faith Connections 
732,12952.0,71.0,How High,High Road 
733,10351.0,100.0,Johnny Suede,Johnny Suede 
734,632.0,71.0,The Ruins of Lifta,The Californians 
735,5957.0,76.0,Crazy Love,Crazy Stone 
736,12434.0,67.0,Man of the Century,Scott Walker: 30 Century Man 
737,13224.0,100.0,Everything Put Together,Everything Put Together 
738,13272.0,70.0,Insomnia,Insomnia Manica 
739,6754.0,59.0,The Piano Tuner of Earthquakes,The Outrageous Sophie Tucker 
740,12084.0,71.0,Go Now!,Now Is Good 
741,6789.0,79.0,The Dead Girl,Girls Gone Dead 
742,5447.0,68.0,America the Beautiful,America Is Still the Place 
743,6696.0,87.0,Unconscious,Subconscious 
744,7329.0,75.0,Nowhere Man,Enter Nowhere 
745,2602.0,75.0,In the Name Of,The King of Najayo 
746,12065.0,72.0,The Theory of Flight,Fight to the Finish 
747,12444.0,63.0,All the Little Animals,Alleluia! The Devil's Carnival 
748,7981.0,80.0,The Fox and the Hound,The Sound and the Shadow 
749,3222.0,80.0,Girl Model,Rodeo Girl 
750,222.0,68.0,The Little Prince,The Little Ponderosa Zoo 
751,9604.0,81.0,The Toxic Avenger Part II,The Toxic Avenger 
752,12409.0,70.0,Diamonds,Diamond Ruff 
753,6989.0,77.0,Just Friends,Mutual Friends 
754,2406.0,57.0,Young Detective Dee: Rise of the Sea Dragon,Rise of the Entrepreneur: The Search for a Better Way 
755,7938.0,86.0,Roadie,Roadside 
756,7409.0,80.0,Hero,Heroes             
757,13667.0,91.0,Love in the Time of Money,Love in the Time of Monsters 
758,7965.0,100.0,Home Movies,Home Movies             
759,7351.0,100.0,The Dark Hours,The Dark Hours 
760,8861.0,100.0,My Beautiful Laundrette,My Beautiful Laundrette 
761,12386.0,74.0,Show Me Love,Show Me 
762,10226.0,71.0,Whispers in the Dark,Cries & Whispers 
763,2201.0,57.0,Metallica Through the Never,Intolerance: Love's Struggle Throughout the Ages 
764,8333.0,100.0,The Evil Dead,The Evil Dead 
765,8709.0,100.0,Revolution,Revolution             
766,8280.0,61.0,Doctor Detroit,Rotor DR1 
767,13631.0,64.0,Gangster No. 1,12 Angry Men 
768,637.0,76.0,What Happened Last Night,It Happened One Night 
769,8994.0,75.0,The Big Easy,The Big Swap 
770,3822.0,100.0,3 Backyards,3 Backyards 
771,6082.0,100.0,PIERROT LE FOU,Pierrot le Fou 
772,4900.0,100.0,Royal Kill,Royal Kill 
773,5137.0,80.0,Death Race,Death Race 2000 
774,2179.0,77.0,Before Midnight,Midnight Cabaret 
775,7045.0,63.0,Mrs. Henderson Presents,Anderson's Cross 
776,13958.0,67.0,Blizzard,Bizarre 
777,9003.0,75.0,Radio Days,Graduation Day 
778,5825.0,62.0,I Know Who Killed Me,Some Guy Who Kills People 
779,2111.0,74.0,The Call,Death Calls 
780,11506.0,68.0,The Devil's Advocate,Amidst the Devil's Wings 
781,6256.0,80.0,Blood and Tears,Teeth and Blood 
782,5456.0,100.0,Happy Valley,Happy Valley             
783,12427.0,78.0,On the Ropes,On the Outs 
784,246.0,60.0,Premam,Exam 
785,5091.0,67.0,High School Musical 3: Senior Year,Sunday School Musical 
786,10095.0,89.0,Trust,Rust 
787,8876.0,86.0,Link,Ink 
788,2219.0,77.0,The Christmas Candle,The Christmas Bunny 
789,396.0,67.0,Other People,Jesus People 
790,12676.0,100.0,Butterfly,Butterfly 
791,7330.0,71.0,Unveiled,UnDivided 
792,265.0,80.0,The Bronze,The Frozen 
793,12253.0,100.0,The Love Letter,The Love Letter 
794,3053.0,76.0,Crazy Horse,Horse Camp 
795,1635.0,86.0,Gimme Shelter,Give Me Shelter 
796,9637.0,76.0,The Big Picture,The Big Parade 
797,3240.0,69.0,Little Birds,Little Big Top 
798,1421.0,100.0,Along the Roadside,Along the Roadside 
799,3215.0,61.0,The Revisionaries,Western Religion 
800,7307.0,71.0,The Aggressives,The Stewardesses 
801,1730.0,67.0,"20,000 Days on Earth","20,000 Leagues Under the Sea "
802,7918.0,100.0,Mad Max,Mad Max 
803,370.0,63.0,Miss Sharon Jones,She Done Him Wrong 
804,7692.0,100.0,Malevolence,Malevolence 
805,9788.0,67.0,The Long Walk Home,Shooting the Warwicks 
806,13545.0,67.0,Hybrid,Super Hybrid 
807,7310.0,100.0,Solitude,Solitude 
808,6781.0,100.0,The Case of the Grinning Cat,The Case of the Grinning Cat 
809,13853.0,71.0,The Order,Ordet 
810,708.0,77.0,From the East,The Man from Earth 
811,13082.0,77.0,An American Rhapsody,An American Girl Holiday 
812,12371.0,73.0,Twice Upon a Yesterday,Yesterday Was a Lie 
813,12577.0,70.0,Where the Heart Is,Theresa Is a Mother 
814,3424.0,50.0,Hop,H. 
815,10796.0,62.0,A Good Man in Africa,Archaeology of a Woman 
816,1264.0,100.0,Butterfly Girl,Butterfly Girl 
817,7040.0,80.0,The New World,The World Is Mine 
818,14185.0,100.0,The Calling,The Calling 
819,4526.0,80.0,Nobody's Perfect,Perfect Cowboy 
820,12065.0,68.0,The Theory of Flight,When the Lights Went Out 
821,552.0,69.0,Gridiron Heroes,Heroes of Dirt 
822,3468.0,68.0,Arthur Christmas,A Charlie Brown Christmas 
823,7907.0,75.0,Used Cars,Aroused 
824,8159.0,100.0,Cat People,Cat People 
825,8188.0,70.0,It Came From Hollywood,An American in Hollywood 
826,2636.0,72.0,The Brass Teapot,The Brain That Sings 
827,4704.0,78.0,The Brothers Bloom,The Blood of My Brother 
828,4332.0,76.0,The Romantics,Romantic Schemer 
829,7130.0,69.0,Breakfast on Pluto,A Dog's Breakfast 
830,7130.0,69.0,Breakfast on Pluto,A Dog's Breakfast 
831,9780.0,100.0,Night of the Living Dead,Night of the Living Dead 
832,12820.0,62.0,Set Me Free,Une Femme Mariée 
833,116.0,100.0,The Birth of a Nation,The Birth of a Nation 
834,14203.0,100.0,The Work and the Story,The Work and the Story 
835,11180.0,75.0,Eraser,Eraserhead 
836,8184.0,89.0,Penitentiary II,Penitentiary 
837,12555.0,84.0,"Dude, Where's My Car?","Dude, Where's My Dog?! "
838,7387.0,74.0,Garfield: The Movie,Indie Game: The Movie 
839,10642.0,82.0,Disclosure,Closure 
840,1694.0,80.0,In Secret,Open Secret 
841,5745.0,62.0,Breach,Echo Dr. 
842,9635.0,87.0,Night Visitor,The Night Visitor 
843,1853.0,100.0,The Past is a Grotesque Animal,The Past is a Grotesque Animal 
844,7315.0,94.0,"Peace, Propaganda and the Promised Land","Peace, Propaganda & the Promised Land "
845,10079.0,64.0,Queens Logic,Queen Crab 
846,2811.0,65.0,The Cabin in the Woods,The Brain That Wouldn't Die 
847,2994.0,78.0,The Oranges,Tiger Orange 
848,2665.0,100.0,Supporting Characters,Supporting Characters 
849,604.0,71.0,Argentina,Absentia 
850,1700.0,82.0,The Pirates,The Dirties 
851,13050.0,100.0,Gabriela,Gabriela 
852,1407.0,88.0,Hayride 2,Hayride 
853,10848.0,75.0,The New Age,The Naked Ape 
854,1324.0,100.0,Counting,Counting 
855,10646.0,63.0,Legends of the Fall,The Call of Cthulhu 
856,9131.0,70.0,Steel Dawn,Bending Steel 
857,5355.0,100.0,The Signal,The Signal 
858,13719.0,81.0,The Matrix Revolutions,The Image Revolution 
859,2577.0,100.0,This is Martin Bonner,This Is Martin Bonner 
860,881.0,91.0,True Story,A True Story 
861,1321.0,100.0,Dawn of the Crescent Moon,Dawn of the Crescent Moon 
862,8848.0,64.0,'Round Midnight,Raymond Did It 
863,2857.0,70.0,Hit and Run,"Run, Hide, Die "
864,6671.0,100.0,Mutual Appreciation,Mutual Appreciation 
865,5538.0,56.0,The Cry (La Llorona),Her Cry: La Llorona Investigation 
866,1109.0,65.0,She's Funny That Way,Funny Ha Ha 
867,14166.0,100.0,Manito,Manito 
868,10314.0,100.0,Rampage,Rampage 
869,10015.0,62.0,Dutch,Dutch Kills 
870,1822.0,63.0,Yellow Day,Dry Spell 
871,8746.0,67.0,The Fly,Flywheel 
872,1079.0,67.0,Experimenter,Exeter 
873,6630.0,90.0,The Bridge,The Ridges 
874,5805.0,72.0,The Lives of Others,Stories of Our Lives 
875,3395.0,68.0,Death of a Superhero,All Superheroes Must Die 
876,4684.0,70.0,A Single Man,Tin Can Man 
877,223.0,71.0,The Neon Demon,On the Downlow 
878,8512.0,56.0,A Sunday in the Country,Sanctuary; Quite a Conundrum 
879,11524.0,75.0,Bean,Bang 
880,10630.0,79.0,The Lion King,The Mongol King 
881,9239.0,60.0,Stand and Deliver,Signed Sealed Delivered 
882,12425.0,82.0,Following,The Following             
883,178.0,61.0,Maggie's Plan,A Plague So Pleasant 
