,MapNumber,Score,matchedTittle,movieTittle,,,,,
415,854,67,The 33,The Geographer Drank His Globe AwayåÊ,,,,,0
416,11619,57,187,1776åÊ,,,,,0
417,12515,76,Charlie's Angels,Hell's AngelsåÊ,,,,,0
418,8515,74,Purple Hearts,Purple VioletsåÊ,,,,,0
419,6458,100,The Painted Veil,The VeilåÊ,,,,,1
420,1689,86,The One I Love,The Loved OnesåÊ,,,,,1
421,5775,100,Vacancy,No VacancyåÊ,,,,,1
422,11746,100,Fall,How to Fall in LoveåÊ,,,,,1
423,339,100,The Wave,The Perfect WaveåÊ,,,,,1
424,95,100,Ben-Hur (2016),Ben-HuråÊ,,,,,1
425,354,100,Seasons,A Man for All SeasonsåÊ,,,,,1
426,4033,100,The Social Network,NetworkåÊ,,,,,1
427,3823,100,Down for Life,Down for LifeåÊ,,,,,1
428,6561,100,The House of Sand,House of SandåÊ,,,,,1
429,10548,83,Josh and S.A.M.,M*A*S*HåÊ            ,,,,,1
430,9199,80,Midnight Run,Midnight CowboyåÊ,,,,,0
431,3713,73,Chasing Madoff,Chain of CommandåÊ,,,,,0
432,1307,100,Empire of Lust,EmpireåÊ            ,,,,,1
433,11189,82,The Cable Guy,The Ballad of Cable HogueåÊ,,,,,1
434,2509,76,Fire in the Blood,In Cold BloodåÊ,,,,,0
435,209,85,M.S. Dhoni: The Untold Story,The Nun's StoryåÊ,,,,,1
436,3849,100,"Hey, Boo: Harper Lee & To Kill A Mockingbird",HarperåÊ,,,,,1
437,2045,67,Frozen,FrenzyåÊ,,,,,0
438,3224,100,The Day,Day of the DeadåÊ,,,,,1
439,40,100,The Girl on the Train (2016),TrainåÊ,,,,,1
440,6939,67,Sahara,SharknadoåÊ,,,,,0
441,9209,100,Betrayed,The BetrayedåÊ,,,,,1
442,12465,100,The Taxman,TaxmanåÊ,,,,,1
443,3,100,The Secret Life of Pets,The SecretåÊ            ,,,,,1
444,64,67,13 Hours: The Secret Soldiers of Benghazi,2:13åÊ,,,,,0
445,5059,100,The Dark Knight,"Batman: The Dark Knight Returns, Part 2åÊ",,,,,1
446,649,100,The Last King,In the Name of the King: The Last JobåÊ,,,,,1
447,9659,76,Blood Red,Wicked BloodåÊ,,,,,0
448,9768,75,Ski Patrol,Dawn PatrolåÊ,,,,,0
449,6785,100,London,Lords of LondonåÊ,,,,,1
450,9652,74,"Fear, Anxiety and Depression",High AnxietyåÊ,,,,,0
451,2121,100,August: Osage County,AuguståÊ,,,,,1
452,1867,100,One Day Pina Asked...,Day OneåÊ,,,,,1
453,8251,100,A Christmas Story,A Christmas StoryåÊ,,,,,1
454,8244,100,Class,Class of 1984åÊ,,,,,1
455,10577,100,The Opposite Sex and How to Live With Them,The Opposite SexåÊ,,,,,1
456,9769,67,Cry-Baby,Rosemary's BabyåÊ,,,,,0
457,7056,100,The Man,The Man Who Shot Liberty ValanceåÊ,,,,,1
458,5863,100,Feast of Love,FeaståÊ,,,,,1
459,28,62,Arrival,AntiviralåÊ,,,,,0
460,12153,100,Life,It's a Wonderful LifeåÊ,,,,,1
461,13816,64,Love Don't Cost a Thing,Cat on a Hot Tin RoofåÊ,,,,,0
462,1447,88,Dawn of the Planet of the Apes,Beneath the Planet of the ApesåÊ,,,,,1
463,12982,97,Pokemon 3: The Movie,PokÌ©mon 3: The MovieåÊ,,,,,1
464,10998,80,My Family,Family PlotåÊ,,,,,0
465,3398,82,Apartment 143,The ApartmentåÊ,,,,,1
466,2557,100,Torn,Torn CurtainåÊ,,,,,1
467,8618,100,Krush Groove,Krush GrooveåÊ,,,,,1
468,5684,62,American Gangster,Elmer GantryåÊ,,,,,0
469,10464,73,Judgment Night,Judgment at NurembergåÊ,,,,,0
470,7363,83,"I, Robot",Robot ChickenåÊ            ,,,,,1
471,4039,100,Red,Red RiveråÊ,,,,,1
472,8044,100,Gallipoli,Deadline GallipoliåÊ            ,,,,,1
473,280,100,Willy Wonka and the Chocolate Factory (2016 re-release),Willy Wonka & the Chocolate FactoryåÊ,,,,,1
474,9152,100,Heaven,Days of HeavenåÊ,,,,,1
475,8061,100,Honky Tonk Freeway,FreewayåÊ,,,,,1
476,3649,100,Creature (2011),CreatureåÊ            ,,,,,1
477,9827,95,Brain Dead,BrainDeadåÊ            ,,,,,1
478,2739,100,Brave,Brave New GirlåÊ,,,,,1
479,1490,100,The Grand Budapest Hotel,The GrandåÊ            ,,,,,1
480,384,83,Demon,DemonicåÊ,,,,,1
481,7318,100,My Big Fat Independent Movie,My Big Fat Independent MovieåÊ,,,,,1
482,6311,92,The Departed,The DeportedåÊ,,,,,1
483,4965,100,The Open Road,Open RoadåÊ,,,,,1
484,13070,100,Together,They Came TogetheråÊ,,,,,1
485,2794,100,The Devil Inside,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon TattooåÊ,,,,,1
486,572,100,Never,Never Back Down 2: The BeatdownåÊ,,,,,1
487,3628,100,Point Blank,Point BlankåÊ,,,,,1
488,13343,78,The Four Feathers,Four Single FathersåÊ,,,,,0
489,7840,80,Mind the Gap,Enter the Dangerous MindåÊ,,,,,0
490,8291,100,Something Wicked This Way Comes,Something WickedåÊ,,,,,1
491,10398,55,Wayne's World 2,AWOL-72åÊ,,,,,0
492,9399,100,The Blue Iguana,IguanaåÊ,,,,,1
493,13241,100,Chicago,Chicago OvercoatåÊ,,,,,1
494,1137,64,Nasty Baby,Barry MundayåÊ,,,,,0
495,2815,61,Rock of Ages,Pocketful of MiraclesåÊ,,,,,0
496,8864,100,At Close Range,Close RangeåÊ,,,,,1
497,4665,71,Amelia,AmnesiacåÊ,,,,,0
498,6355,100,The Omen (2006),The OmenåÊ,,,,,1
499,5771,100,The Invisible,Griff the InvisibleåÊ,,,,,1
500,6852,100,Unnatural and Accidental,UnnaturalåÊ,,,,,1
501,6504,100,Lage Raho Munna Bhai,Lage Raho Munna BhaiåÊ,,,,,1
502,7135,100,Black,The Black StallionåÊ,,,,,1
503,2959,82,Son of Sardaar,Sardaar JiåÊ,,,,,1
504,7916,86,Saturn 3,Journey to SaturnåÊ,,,,,1
505,3350,60,Downtown Express,Donovan's ReefåÊ,,,,,0
506,8312,90,The Dresser,The DressåÊ,,,,,1
507,11777,100,Guy,A Guy Named JoeåÊ,,,,,1
508,7574,71,Silver City,Silver MedalliståÊ,,,,,0
509,5254,70,The Fall,Timber FallsåÊ,,,,,0
510,2398,100,Singin' in the Rain (2013 re-release),Singin' in the RainåÊ,,,,,1
511,9048,67,The Dead,"Fat, Sick & Nearly DeadåÊ",,,,,0
512,1447,88,Dawn of the Planet of the Apes,Escape from the Planet of the ApesåÊ,,,,,1
513,2147,67,Mud,HudåÊ,,,,,0
514,13900,100,Sur le Seuil,Sur le seuilåÊ,,,,,1
515,1128,82,Christmas Eve,Christmas MailåÊ,,,,,1
516,11605,73,Sprung,StungåÊ,,,,,0
517,7514,71,Birth,AntibirthåÊ,,,,,0
518,9818,100,The Krays,The Rise of the KraysåÊ,,,,,1
519,10162,83,Alien 3,Alien UprisingåÊ,,,,,1
520,11317,76,Stealing Beauty,Bathing BeautyåÊ,,,,,0
521,11059,71,The Show,Show BoatåÊ,,,,,0
522,14185,100,The Calling,The CallingåÊ,,,,,1
523,2739,100,Brave,The Brave Little ToasteråÊ,,,,,1
524,1057,100,The Connection,The French ConnectionåÊ,,,,,1
525,12568,92,28 Days,8 DaysåÊ,,,,,1
526,7010,78,Match Point,Impact PointåÊ,,,,,0
527,5833,79,In the Valley of Elah,The Valley of DecisionåÊ,,,,,0
528,1148,100,Eden,EdenåÊ,,,,,1
529,517,78,Men & Chicken,Chicken Tikka MasalaåÊ,,,,,0
530,9453,100,Always,Always WoodstockåÊ,,,,,1
531,11191,100,Jack,Jack Brooks: Monster SlayeråÊ,,,,,1
532,1429,100,REC 4: Apocalypse,[Rec]åÊ,,,,,1
533,7943,89,Hide in Plain Sight,Lies in Plain SightåÊ,,,,,1
534,4821,67,Shrink,SharkskinåÊ,,,,,0
535,1162,75,Entertainment,ContainmentåÊ,,,,,0
536,1084,84,The Tribe,The TimberåÊ,,,,,1
537,2057,100,The Heat,In the Heat of the NightåÊ            ,,,,,1
538,10309,100,Light Sleeper,SleeperåÊ,,,,,1
539,5076,100,Wanted,Everything You Always Wanted to Know About Sex * But Were Afraid to AskåÊ,,,,,1
540,3849,100,"Hey, Boo: Harper Lee & To Kill A Mockingbird",To Kill a MockingbirdåÊ,,,,,1
541,11987,100,Lolita (1998),LolitaåÊ,,,,,1
542,7894,86,The Hunter,The HustleråÊ,,,,,1
543,1757,71,In Bloom,Boom TownåÊ,,,,,0
544,243,100,Gentleman,Gentleman's AgreementåÊ,,,,,1
545,7432,100,Alexander,Alexander's Ragtime BandåÊ,,,,,1
546,6508,100,Strangers with Candy,Strangers with CandyåÊ            ,,,,,1
547,12317,100,Get Real,Get RealåÊ            ,,,,,1
548,8706,100,Subway,SubwayåÊ,,,,,1
549,12817,98,Hum to Mohabbt Karega,Hum To Mohabbat KaregaåÊ,,,,,1
550,10895,100,Seven,24 7: Twenty Four SevenåÊ,,,,,1
551,8542,100,Eureka,EurekaåÊ            ,,,,,1
552,14114,100,This Thing of Ours,This Thing of OursåÊ,,,,,1
553,1364,100,The Living,Return of the Living Dead IIIåÊ,,,,,1
554,2340,100,Broken Circle Breakdown,CircleåÊ,,,,,1
555,4070,100,Killers,Vampire KillersåÊ,,,,,1
556,12593,62,Reindeer Games,Freeze FrameåÊ,,,,,0
557,3130,77,Gregory Crewdson: Brief Encounters,Grave EncountersåÊ,,,,,0
558,9762,74,The Witches,StitchesåÊ,,,,,0
559,4647,100,Nine,Nine DeadåÊ,,,,,1
560,1676,100,Frank,"To Be Frank, Sinatra at 100åÊ",,,,,1
561,7891,100,Herbie Goes Bananas,BananasåÊ,,,,,1
562,8473,67,Runaway,RockawayåÊ,,,,,0
563,1770,100,NOW: In the Wings on a World Stage,WingsåÊ            ,,,,,1
564,478,100,The Land,No Man's Land: The Rise of ReekeråÊ,,,,,1
565,1686,100,Highway (2014),HighwayåÊ,,,,,1
566,11319,71,Joe's Apartment,Small ApartmentsåÊ,,,,,0
567,1012,74,Freetown,Coffee TownåÊ,,,,,0
568,11269,100,The Chamber,The Torture Chamber of Dr. SadismåÊ,,,,,1
569,750,80,Straight Outta Compton,Straight A'såÊ,,,,,0
570,3560,100,The Way,A Funny Thing Happened on the Way to the ForumåÊ,,,,,1
571,10055,100,Slacker,Slacker UprisingåÊ,,,,,1
572,918,100,Legend,The Legend of Hell's Gate: An American ConspiracyåÊ,,,,,1
573,11028,89,The Walking Dead,The Walking DeceasedåÊ,,,,,1
574,9084,100,The Curse,The Curse of Downers GroveåÊ,,,,,1
575,7362,80,Shark Tale,Shark LakeåÊ,,,,,0
576,6416,100,The Marine,The Marine 4: Moving TargetåÊ,,,,,1
577,2370,100,The Square (2013),The SquareåÊ,,,,,1
578,5889,100,The Abandoned,AbandonedåÊ,,,,,1
579,407,65,A Street Cat Named Bob,A Streetcar Named DesireåÊ,,,,,0
580,2468,86,The We and the I,Dr. Strangelove or: How I Learned to Stop Worrying and Love the BombåÊ,,,,,1
581,1447,88,Dawn of the Planet of the Apes,Battle for the Planet of the ApesåÊ,,,,,1
582,13113,73,Tuvalu,VaaluåÊ,,,,,0
583,11322,100,Ed,Ed and His Dead MotheråÊ,,,,,1
584,1979,74,Return to Nuke 'Em High Volume 1,Hang 'Em HighåÊ,,,,,0
585,9149,100,Deadline,Deadline - U.S.A.åÊ,,,,,1
586,2030,67,Souldier,SublimeåÊ,,,,,0
587,1773,67,A Birder's Guide to Everything,A Beginner's Guide to SnuffåÊ,,,,,0
588,11167,86,Independence Day,Independence DaysasteråÊ,,,,,1
589,3278,100,Dysfunctional Friends,Dysfunctional FriendsåÊ,,,,,1
590,6380,100,The Wild,Against the WildåÊ,,,,,1
591,1364,100,The Living,Living Dark: The Story of Ted the CaveråÊ,,,,,1
592,3768,100,The Conquest,Conquest of the Planet of the ApesåÊ,,,,,1
593,5606,100,Take,You Can't Take It with YouåÊ,,,,,1
594,14116,100,From Here to Eternity (50th Anniversary),From Here to EternityåÊ,,,,,1
595,1822,75,Yellow Day,She Wore a Yellow RibbonåÊ,,,,,0
596,2514,89,Out in the Dark,Out of the DarkåÊ,,,,,1
597,1057,80,The Connection,The ConversationåÊ,,,,,0
598,13818,100,Cabin Fever,Cabin FeveråÊ,,,,,1
599,6739,90,Can Mr. Smith Get to Washington Anymore?,Mr. Smith Goes to WashingtonåÊ,,,,,1
600,9493,100,Kickboxer,Kickboxer: VengeanceåÊ,,,,,1
601,13865,100,Spellbound (2003),SpellboundåÊ,,,,,1
602,8541,100,Repo Man,Repo ManåÊ,,,,,1
603,281,100,Unsullied,UnsulliedåÊ,,,,,1
604,3665,100,Mooz-lum,Mooz-LumåÊ,,,,,1
605,4377,100,Hatchet 2,HatchetåÊ,,,,,1
606,10556,100,Blue,Forty Shades of BlueåÊ,,,,,1
607,1411,100,Me You and Five Bucks,Me You and Five BucksåÊ,,,,,1
608,3210,74,Hellbound?,HouseboundåÊ,,,,,0
609,6263,80,The Price of Sugar,Wal-Mart: The High Cost of Low PriceåÊ,,,,,0
610,4320,62,Touching Home,Fetching CodyåÊ,,,,,0
611,3480,100,In Time,Once Upon a Time in QueensåÊ,,,,,1
612,4698,100,Moon,Closer to the MoonåÊ,,,,,1
613,1228,76,Tap World,Mutant WorldåÊ,,,,,0
614,4542,100,Up,Growing Up SmithåÊ,,,,,1
615,4984,67,Chocolate,CheckmateåÊ,,,,,0
616,6127,100,Snoop Dogg's Hood of Horror,#HorroråÊ,,,,,1
617,10246,100,Wind,Wind WalkersåÊ,,,,,1
618,5955,67,Chalk,ShalakoåÊ,,,,,0
619,1785,100,The Dog,The Dog LoveråÊ,,,,,1
620,8770,100,House,Girl HouseåÊ,,,,,1
621,8770,100,House,House at the End of the DriveåÊ,,,,,1
622,9425,100,Batman,Batman: The MovieåÊ,,,,,1
623,8361,100,The Ballad of Gregorio Cortez,The Ballad of Gregorio CortezåÊ,,,,,1
624,9832,100,Streets,The Streets of San FranciscoåÊ            ,,,,,1
625,1033,100,Above and Beyond,Space: Above and BeyondåÊ            ,,,,,1
626,6353,100,The Queen,Queen of the MountainsåÊ,,,,,1
627,6784,100,4,Def-Con 4åÊ,,,,,1
628,4542,100,Up,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About ItåÊ,,,,,1
629,4893,77,Not Forgotten,Forget Me NotåÊ,,,,,0
630,8318,59,Trenchcoat,RebeccaåÊ,,,,,0
631,12845,100,The Weekend,The Lost WeekendåÊ,,,,,1
632,8490,100,C.H.U.D.,C.H.U.D.åÊ,,,,,1
633,69,100,Lion,The Lion of JudahåÊ,,,,,1
634,12037,100,"Niagara, Niagara",NiagaraåÊ,,,,,1
635,8253,71,Valley Girl,How Green Was My ValleyåÊ,,,,,0
636,4755,100,The Girlfriend Experience,The Girlfriend ExperienceåÊ            ,,,,,1
637,9361,100,Da,Da Sweet Blood of JesusåÊ,,,,,1
638,4085,83,The American,The AlgerianåÊ,,,,,1
639,2820,84,Trouble with the Curve,The Trouble with HarryåÊ,,,,,1
640,9322,100,Bird,The Blue BirdåÊ,,,,,1
641,4425,100,Behind the Burly Q,QåÊ,,,,,1
642,5404,71,The Grand,Grand Theft ParsonsåÊ,,,,,0
643,13405,78,Extreme Ops,Extreme MovieåÊ,,,,,0
644,670,80,The Dying of the Light,The Charge of the Light BrigadeåÊ,,,,,0
645,13479,100,Below,Below ZeroåÊ,,,,,1
646,602,67,Star Crossed,CrowsneståÊ,,,,,0
647,12759,71,Cotton Mary,Cotton Comes to HarlemåÊ,,,,,0
648,8365,80,The Wicked Lady,The Wicked WithinåÊ,,,,,0
649,1072,86,3 Hearts,Bleeding HeartsåÊ,,,,,1
650,7033,100,Wolf Creek,Wolf CreekåÊ            ,,,,,1
651,3878,71,Raw Faith,Faith Like PotatoesåÊ,,,,,0
652,7210,100,Undead,The Dead UndeadåÊ,,,,,1
653,922,79,The Vatican Tapes,The Vatican ExorcismsåÊ,,,,,0
654,2329,100,Casablanca (2013 re-release),CasablancaåÊ,,,,,1
655,10116,67,Naked Tango,Lake MungoåÊ,,,,,0
656,5883,85,Year of the Dog,Rocket Singh: Salesman of the YearåÊ,,,,,1
657,3264,77,Silent Night,Silent RunningåÊ,,,,,0
658,1980,100,Sleepwalker,The SleepwalkeråÊ,,,,,1
659,10487,82,Mr. Jones,Tom JonesåÊ,,,,,1
660,7430,100,Taxi,Taxi DriveråÊ,,,,,1
661,574,77,Love Me True,Love Me TenderåÊ,,,,,0
662,4038,64,Prince of Persia: The Sands of Time,Sands of Iwo JimaåÊ,,,,,0
663,4723,95,Departures,DepartureåÊ,,,,,1
664,13914,100,Bubba Ho-Tep,Bubba Ho-TepåÊ,,,,,1
665,7986,100,"History of the World, Part I",History of the World: Part IåÊ,,,,,1
666,13205,100,Speedway Junky,Speedway JunkyåÊ,,,,,1
667,12153,100,Life,16 to LifeåÊ,,,,,1
668,7324,100,The Helix... Loaded,The Helix... LoadedåÊ,,,,,1
669,1289,86,Eli,HeliåÊ,,,,,1
670,1968,61,Love and Air Sex,Karachi se LahoreåÊ,,,,,0
671,145,100,Loving,Loving AnnabelleåÊ,,,,,1
672,2982,100,Shut Up and Play the Hits,HitsåÊ,,,,,1
673,1818,83,Jimmy P,Jimmy and JudyåÊ,,,,,1
674,9610,74,War Party,Frat PartyåÊ,,,,,0
675,10626,100,When the Party's Over,The Party's OveråÊ,,,,,1
676,5397,100,Proud American,ProudåÊ,,,,,1
677,8770,100,House,The Poker HouseåÊ,,,,,1
678,1425,100,Childless,ChildlessåÊ,,,,,1
679,10010,88,Eve of Destruction,ZMD: Zombies of Mass DestructionåÊ,,,,,1
680,10816,100,White,Snow White: A Deadly SummeråÊ,,,,,1
681,9022,75,The Hidden,Hidden AwayåÊ,,,,,0
682,13512,88,Me Without You,My Last Day Without YouåÊ,,,,,1
683,1372,82,SBK The-Movie,Steppin: The MovieåÊ,,,,,1
684,9742,100,Revenge,Doc Holliday's RevengeåÊ,,,,,1
685,7135,100,Black,Black RockåÊ,,,,,1
686,905,100,Truth,Truth or DieåÊ,,,,,1
687,731,100,Pet,The PetåÊ,,,,,1
688,1612,100,Bang Bang,Bang Bang BabyåÊ,,,,,1
689,11246,100,Fear,Fear ClinicåÊ,,,,,1
690,7894,75,The Hunter,Zombie HunteråÊ,,,,,0
691,376,73,Fire at Sea,A Fine StepåÊ,,,,,0
692,13468,100,Charly,CharlyåÊ,,,,,1
693,5477,82,Chapter 27,Banshee ChapteråÊ,,,,,1
694,2898,100,Celeste and Jesse Forever,JesseåÊ            ,,,,,1
695,9476,80,Say Anything,Ask Me AnythingåÊ,,,,,0
696,6183,100,And Then Came Love,And Then Came LoveåÊ,,,,,1
697,4701,74,"Food, Inc.",Food ChainsåÊ,,,,,0
698,9574,80,The Horror Show,The Horror Network Vol. 1åÊ,,,,,0
699,4934,75,Teza,ElzaåÊ,,,,,0
700,8112,100,Bambi (Re-issue) (1982),1982åÊ,,,,,1
701,5605,100,London to Brighton,London to BrightonåÊ,,,,,1
702,7409,100,Hero,American HeroåÊ,,,,,1
703,1399,100,Windsor Drive,Windsor DriveåÊ,,,,,1
704,10154,69,The Crying Game,Crying with LaughteråÊ,,,,,0
705,13433,65,Harrison's Flowers,Harrison MontgomeryåÊ,,,,,0
706,5989,100,Live in Maid,Live-In MaidåÊ,,,,,1
707,7742,100,The Mudge Boy,The Mudge BoyåÊ,,,,,1
708,350,67,Eva Hesse,VesselåÊ,,,,,0
709,5767,100,WAR,Iraq for Sale: The War ProfiteersåÊ,,,,,1
710,1750,100,The Conformist (2014 re-release),The ConformiståÊ,,,,,1
711,11394,100,Boys,All the Boys Love Mandy LaneåÊ,,,,,1
712,7785,80,Fabled,BledåÊ,,,,,0
713,12014,100,3 Ninjas: High Noon at Mega Mountain,High NoonåÊ,,,,,1
714,625,100,Fritz Lang's Destiny (2016 re-release),DestinyåÊ,,,,,1
715,1343,100,The Sisterhood of Night,The Sisterhood of NightåÊ,,,,,1
716,11316,83,Girl 6,B-GirlåÊ,,,,,1
717,1114,72,Adult Beginners,AdulterersåÊ,,,,,0
718,4897,78,Trucker,StarsuckersåÊ,,,,,0
719,3211,78,The First Time,The Hadza: Last of the FirståÊ,,,,,0
720,1076,100,After The Ball,AfteråÊ,,,,,1
721,8408,82,Teachers,TreacheryåÊ,,,,,1
722,2102,100,The Secret Life of Walter Mitty,WalteråÊ,,,,,1
723,1372,82,SBK The-Movie,The Kentucky Fried MovieåÊ,,,,,1
724,660,100,They Will Have to Kill Us First,They Will Have to Kill Us FirståÊ,,,,,1
725,905,100,Truth,Crop Circles: Quest for TruthåÊ,,,,,1
726,9023,80,From the Hip,Light from the DarkroomåÊ,,,,,0
727,5157,67,Untraceable,IrreplaceableåÊ,,,,,0
728,842,100,Room,The Maid's RoomåÊ,,,,,1
729,8483,100,Love Letters (1984),Love LettersåÊ,,,,,1
730,2249,63,Romeo and Juliet (2013),Julija in alfa RomeoåÊ,,,,,0
731,1947,100,Faith Connections,Faith ConnectionsåÊ,,,,,1
732,8239,100,High Road to China,High RoadåÊ,,,,,1
733,10351,100,Johnny Suede,Johnny SuedeåÊ,,,,,1
734,632,71,The Ruins of Lifta,The CaliforniansåÊ,,,,,0
735,4175,100,Stone,Crazy StoneåÊ,,,,,1
736,10886,100,Century,Scott Walker: 30 Century ManåÊ,,,,,1
737,13070,100,Together,Everything Put TogetheråÊ,,,,,1
738,13272,100,Insomnia,Insomnia ManicaåÊ,,,,,1
739,8949,71,Outrageous Fortune,The Outrageous Sophie TuckeråÊ,,,,,0
740,5523,100,Good,Now Is GoodåÊ,,,,,1
741,2865,100,Gone,Girls Gone DeadåÊ,,,,,1
742,1396,82,Mi America,America Is Still the PlaceåÊ,,,,,1
743,6696,87,Unconscious,SubconsciousåÊ,,,,,1
744,11721,100,Nowhere,Enter NowhereåÊ,,,,,1
745,6597,100,The King,The King of NajayoåÊ,,,,,1
746,2481,73,Ip Man: The Final Fight,Fight to the FinishåÊ,,,,,0
747,1349,100,Alleluia,Alleluia! The Devil's CarnivalåÊ,,,,,1
748,10671,100,The Shadow,The Sound and the ShadowåÊ,,,,,1
749,3222,80,Girl Model,Rodeo GirlåÊ,,,,,0
750,6064,100,Zoo,The Little Ponderosa ZooåÊ,,,,,1
751,9604,100,The Toxic Avenger Part II,The Toxic AvengeråÊ,,,,,1
752,13139,78,Diamond Men,Diamond RuffåÊ,,,,,0
753,6989,77,Just Friends,Mutual FriendsåÊ,,,,,0
754,3560,100,The Way,Rise of the Entrepreneur: The Search for a Better WayåÊ,,,,,1
755,1421,100,Along the Roadside,RoadsideåÊ,,,,,1
756,552,100,Gridiron Heroes,HeroesåÊ            ,,,,,1
757,3480,100,In Time,Love in the Time of MonstersåÊ,,,,,1
758,7965,100,Home Movies,Home MoviesåÊ            ,,,,,1
759,7351,100,The Dark Hours,The Dark HoursåÊ,,,,,1
760,8861,100,My Beautiful Laundrette,My Beautiful LaundretteåÊ,,,,,1
761,12386,100,Show Me Love,Show MeåÊ,,,,,1
762,10226,73,Whispers in the Dark,Cries & WhispersåÊ,,,,,0
763,5146,76,The Love Guru,Intolerance: Love's Struggle Throughout the AgesåÊ,,,,,0
764,6801,100,Evil,The Evil DeadåÊ,,,,,1
765,989,100,Black Panthers: Vanguard of the Revolution,RevolutionåÊ            ,,,,,1
766,8280,61,Doctor Detroit,Rotor DR1åÊ,,,,,0
767,4838,100,12,12 Angry MenåÊ,,,,,1
768,637,80,What Happened Last Night,It Happened One NightåÊ,,,,,0
769,9174,100,Big,The Big SwapåÊ,,,,,1
770,3822,100,3 Backyards,3 BackyardsåÊ,,,,,1
771,1207,100,Pierrot le fou (2015 re-issue),Pierrot le FouåÊ,,,,,1
772,4900,100,Royal Kill,Royal KillåÊ,,,,,1
773,5137,100,Death Race,Death Race 2000åÊ,,,,,1
774,9199,80,Midnight Run,Midnight CabaretåÊ,,,,,0
775,2834,67,Alex Cross,Anderson's CrossåÊ,,,,,0
776,13958,67,Blizzard,BizarreåÊ,,,,,0
777,9003,75,Radio Days,Graduation DayåÊ,,,,,0
778,11777,100,Guy,Some Guy Who Kills PeopleåÊ,,,,,1
779,1370,78,Death Valley,Death CallsåÊ,,,,,0
780,4088,100,Devil,Amidst the Devil's WingsåÊ,,,,,1
781,5336,100,Teeth,Teeth and BloodåÊ,,,,,1
782,1835,100,Happy Valley (2014),Happy ValleyåÊ            ,,,,,1
783,12427,78,On the Ropes,On the OutsåÊ,,,,,0
784,246,60,Premam,ExamåÊ,,,,,0
785,5091,80,High School Musical 3: Senior Year,Sunday School MusicalåÊ,,,,,0
786,2911,100,Rust and Bone,RuståÊ,,,,,1
787,8876,86,Link,InkåÊ,,,,,1
788,1128,82,Christmas Eve,The Christmas BunnyåÊ,,,,,1
789,10203,78,Used People,Jesus PeopleåÊ,,,,,0
790,1264,100,Butterfly Girl,ButterflyåÊ,,,,,1
791,7330,71,Unveiled,UnDividedåÊ,,,,,0
792,2045,100,Frozen,The FrozenåÊ,,,,,1
793,12253,100,The Love Letter,The Love LetteråÊ,,,,,1
794,13908,100,Camp,Horse CampåÊ,,,,,1
795,5393,100,Shelter,Give Me ShelteråÊ,,,,,1
796,9174,100,Big,The Big ParadeåÊ,,,,,1
797,9174,100,Big,Little Big TopåÊ,,,,,1
798,1421,100,Along the Roadside,Along the RoadsideåÊ,,,,,1
799,3215,61,The Revisionaries,Western ReligionåÊ,,,,,0
800,7307,71,The Aggressives,The StewardessesåÊ,,,,,0
801,14071,100,The Sea,"20,000 Leagues Under the SeaåÊ",,,,,1
802,293,100,Mad Max: Fury Road (Academy Re-Release),Mad MaxåÊ,,,,,1
803,11277,77,Mr. Wrong,She Done Him WrongåÊ,,,,,0
804,7692,100,Malevolence,MalevolenceåÊ,,,,,1
805,12016,76,Shooting Fish,Shooting the WarwicksåÊ,,,,,0
806,3670,100,Super,Super HybridåÊ,,,,,1
807,7310,100,Solitude,SolitudeåÊ,,,,,1
808,6781,100,The Case of the Grinning Cat,The Case of the Grinning CatåÊ,,,,,1
809,13853,71,The Order,OrdetåÊ,,,,,0
810,7056,100,The Man,The Man from EarthåÊ,,,,,1
811,10221,84,American Me,An American Girl HolidayåÊ,,,,,1
812,10451,78,Born Yesterday,Yesterday Was a LieåÊ,,,,,0
813,7571,75,The Mother,Theresa Is a MotheråÊ,,,,,0
814,1155,100,Dark Star: H.R. Giger's World,H.åÊ,,,,,1
815,14060,82,A Woman is a Woman,Archaeology of a WomanåÊ,,,,,1
816,1264,100,Butterfly Girl,Butterfly GirlåÊ,,,,,1
817,5401,90,Were the World Mine,The World Is MineåÊ,,,,,1
818,14185,100,The Calling,The CallingåÊ,,,,,1
819,8610,100,Perfect,Perfect CowboyåÊ,,,,,1
820,44,100,Lights Out,When the Lights Went OutåÊ,,,,,1
821,9857,78,The Blood of Heroes,Heroes of DirtåÊ,,,,,0
822,1128,82,Christmas Eve,A Charlie Brown ChristmasåÊ,,,,,1
823,7907,75,Used Cars,ArousedåÊ,,,,,0
824,8159,100,Cat People,Cat PeopleåÊ,,,,,1
825,10221,84,American Me,An American in HollywoodåÊ,,,,,1
826,6254,75,What the Snow Brings,The Brain That SingsåÊ,,,,,0
827,6069,100,My Brother,The Blood of My BrotheråÊ,,,,,1
828,8293,77,Romantic Comedy,Romantic SchemeråÊ,,,,,0
829,10356,76,Bed and Breakfast,A Dog's BreakfaståÊ,,,,,0
830,10356,76,Bed and Breakfast,A Dog's BreakfaståÊ,,,,,0
831,1364,100,The Living,Night of the Living DeadåÊ,,,,,1
832,8679,100,Marie,Une Femme MariÌ©eåÊ,,,,,1
