3818,27200000
4409,171988
2002,16027866
2997,6491350
3487,44456509
2785,25277561
624,100468793
2076,39143839
4059,0
3963,0
1292,41997790
3819,15369573
3407,4859475
606,39380442
1275,30400000
3092,1602466
441,85707116
3013,190871240
3766,96793
85,665426
397,31494270
1228,14942422
2536,12701880
2981,11703287
4247,14564027
2945,30050028
2018,46700000
3286,26005908
1281,39177215
968,10400000
2982,11560259
2415,37623143
2740,11956207
659,356784000
632,63695760
3488,53884821
1443,26830000
50,123070338
3982,0
3972,9132000
4339,13944
1624,7689458
4531,2468
2195,4001121
756,22518325
4223,0
3720,442550
1208,30981850
1634,668171
4504,34151
319,17176900
2283,86049418
3977,23650000
4578,4505922
1113,26404753
553,162495848
4666,277233
2088,34334256
3572,223615
467,19673424
4434,1127331
1596,20422207
156,107503316
3906,37799643
2158,12232937
815,68750000
1794,55973336
2729,31662
4319,0
2058,56398162
1502,24185781
710,88200225
2460,167780960
2495,34308901
2420,30102717
960,26442251
2107,25584685
3448,27024
3274,32131483
4031,75446
3984,24800000
2094,30079316
4633,59379
2586,353743
2747,4360548
273,65452312
95,146405371
4206,2859955
2781,25776062
2978,12570442
1459,309125409
1191,50562555
1588,26096584
1343,110008260
3041,244465
2731,2035566
2943,30306281
2736,0
195,217536138
3885,0
4553,49494
2299,4250320
2999,6197866
1435,102413606
177,234277056
1201,33508922
3359,2338695
4277,798341
2645,9402410
19,262030663
2862,0
1031,71423726
1353,54132596
3831,9012000
1567,42478175
2378,15655665
935,50740078
1710,69586544
2157,13214030
4072,1028658
2628,25482931
2805,11433134
1162,72306065
2894,540085
3897,0
3632,211667
3034,836641
4286,621240
511,55808744
1769,172825435
864,95720716
1984,22264487
2286,41382841
2027,17757087
1917,74608545
889,125548685
3557,2711210
1552,51432423
402,137340146
741,35754555
828,31051126
3098,3571735
193,960283305
2622,35010192
3053,15447
1755,23222861
1122,7204138
2459,285761243
4170,184925485
3355,12376563
849,75604320
41,350034110
263,6712451
2372,24708699
2706,9975684
4127,7417210
478,422783777
3000,6044618
4341,9600000
903,88658172
4588,127287
1446,8324748
1777,3254172
3344,828
3166,76657000
1165,57887882
1183,47034272
2626,25571351
4367,144583
1789,71309760
4528,50090
298,17010646
2423,23213577
2553,17439163
2619,61356221
4394,119412921
2499,76600000
4459,316842
188,113733726
3449,531806
2179,8888355
3132,112935
1271,29802761
3956,327919
2638,92377
1705,42168445
4082,1445366
879,267652016
1139,87666629
2306,15561627
1341,79100000
4148,163245
855,57386369
101,46978995
1521,100125340
2930,16800000
3852,3000000
3543,7100000
3052,189024
1724,10297897
2610,156645693
4101,12589108
2075,39263506
1849,24042490
2492,28772222
32,268488329
106,34293771
2489,44886089
3230,414617
4507,84689
3376,102300000
477,170708996
4490,11798
1732,4476235
3268,43800000
2182,6852144
3207,3076425
3336,0
2217,121972
2118,28876924
438,82226474
2030,6830957
740,35096190
1153,71347010
4186,13465
2505,29302097
3712,64359
832,51225796
2653,2656324
2437,4734235
4225,16101109
308,59475623
2023,36581633
1931,9639242
2939,33000000
2471,79900000
207,182618434
2714,4857376
2296,26400000
980,43905746
2029,16284360
1473,21784432
4645,0
4699,70071
2243,56127162
793,141600000
1394,34531832
