706,7.7
975,4.8
3821,8.3
4510,8.9
3983,5.5
1826,7.6
2863,7.2
4093,7.0
4488,8.3
2643,7.0
4066,4.4
236,6.5
1584,5.5
2829,7.5
4050,5.7
3271,7.7
2224,7.0
2050,7.2
574,6.3
453,6.5
771,8.1
2936,6.3
4298,4.8
461,6.3
1403,6.5
66,4.8
2668,6.0
1318,5.7
1320,6.5
4181,6.5
3839,6.9
3482,6.9
2083,3.5
146,7.4
4149,6.5
1525,8.1
2630,3.7
1905,6.2
92,7.9
3919,5.3
4411,6.6
833,6.9
2403,7.6
2227,5.6
3820,6.8
3829,8.3
3523,3.8
3782,7.1
1845,6.9
882,7.3
1395,5.0
1883,5.9
2080,5.9
4042,6.6
2578,5.3
266,7.7
256,7.1
1412,6.8
2220,5.2
3775,6.7
1339,6.4
3479,6.6
343,7.6
2169,7.7
1065,6.4
1076,4.9
3410,6.7
1946,7.1
3397,5.2
694,6.7
214,5.4
950,5.9
2825,7.0
1149,7.8
2854,6.0
2573,8.0
2985,7.0
3490,7.1
604,7.9
1147,7.2
4467,6.6
1874,8.2
3612,6.2
1829,4.6
3232,5.1
488,6.8
243,5.8
4698,7.0
4095,3.4
1723,6.7
262,8.0
2438,6.6
2127,6.9
1865,6.7
912,8.2
3318,7.0
4558,5.7
2013,7.3
1423,4.6
2274,6.3
2974,4.1
2344,4.1
4166,3.1
1804,8.7
280,6.7
1082,7.5
1902,5.7
618,8.7
2963,6.6
1618,5.5
785,6.3
186,6.5
13,6.5
3951,6.3
3845,5.3
452,5.6
772,4.9
2453,6.6
2583,7.2
997,7.8
2678,5.7
102,6.6
1034,7.1
3749,7.3
1294,5.2
4626,4.2
4501,6.3
446,5.1
1741,6.0
613,6.5
4091,6.1
3305,6.5
455,7.0
2253,6.7
2245,3.6
2962,4.4
2948,5.5
1557,5.2
2652,5.7
320,5.7
1390,6.1
1212,5.3
3871,6.2
341,7.8
499,6.8
3146,7.3
3522,8.0
164,7.4
1990,6.9
3696,6.9
2779,7.7
1823,5.6
203,3.7
1273,6.1
388,7.6
4682,7.1
3151,7.3
2519,5.5
2341,5.0
4483,4.1
129,5.8
3536,6.6
4519,6.7
2949,6.5
1188,4.7
2771,7.0
2851,6.0
3507,6.4
1067,5.8
2357,6.5
2439,6.8
2056,5.8
714,7.0
1612,5.1
3128,5.4
1177,5.9
4438,7.3
260,8.1
3371,7.2
172,8.1
1827,6.4
3088,6.7
1900,6.7
2367,6.2
2545,6.6
4316,5.8
1506,6.9
813,6.4
870,6.4
334,7.0
2734,6.9
2339,5.2
1438,7.3
4389,7.1
1758,6.4
3980,7.2
4653,6.6
856,5.5
3211,7.2
4138,6.7
2405,7.3
3548,7.9
1770,8.2
307,6.8
3971,4.3
1016,7.3
2753,8.0
797,5.4
431,6.8
2510,7.2
3928,6.7
475,4.2
1771,6.4
4640,7.0
3869,6.7
646,8.8
4670,3.7
1577,6.9
4574,7.0
3261,5.7
4013,4.7
412,6.5
2356,5.6
176,6.1
4099,4.7
2608,7.4
2374,7.2
3468,6.2
744,5.9
1070,6.0
1899,7.8
2385,3.6
1529,4.2
2566,6.6
4122,3.7
2580,6.5
3750,8.0
1852,6.6
3473,6.3
2801,5.8
3209,6.6
3952,6.8
2470,6.1
579,5.2
4636,7.1
2325,3.5
4032,7.4
1925,7.3
3804,5.7
338,8.5
5,7.2
3658,6.7
2353,7.6
3090,7.5
3602,6.8
2735,8.0
2698,7.8
1475,7.5
4317,6.2
285,6.1
1039,7.7
4537,7.3
2258,7.8
2532,6.0
4404,5.3
2311,6.1
227,7.3
546,6.5
983,7.6
301,6.9
484,5.9
184,6.6
3748,6.0
629,6.0
1025,6.7
1597,6.2
2913,5.3
3770,8.4
3546,6.6
888,7.1
1052,6.5
4688,7.4
4151,4.3
4447,8.4
4188,6.1
1897,7.2
3849,6.9
94,7.8
2857,4.5
536,6.4
1131,5.8
1323,6.0
2422,4.9
1523,7.0
1283,4.4
2235,7.2
2039,4.7
46,6.6
918,6.7
1194,6.2
1568,7.6
750,4.3
2194,7.0
2937,5.8
295,5.4
2887,7.7
2514,6.2
2408,6.5
1267,7.0
3639,4.7
4474,6.2
2444,6.7
3592,8.6
1167,5.2
2666,7.4
4038,4.8
405,7.0
2137,7.6
2324,7.3
1647,5.8
1531,6.6
3759,6.9
3406,4.6
1997,6.7
2479,7.3
34,5.7
3099,8.0
2264,6.4
1471,7.2
3973,4.8
1822,5.8
3398,6.8
3751,7.6
4141,7.2
1098,5.9
327,5.6
675,5.9
3048,7.0
3834,3.2
1242,5.8
1749,7.8
3375,8.1
2328,6.4
3054,5.5
2044,7.1
2833,7.2
1886,4.1
4338,6.0
4496,6.1
3156,7.0
1699,6.5
4418,7.7
80,7.8
4073,7.3
2108,6.5
559,6.9
2337,6.2
2642,5.7
781,5.9
4208,6.5
1316,6.4
2593,5.1
23,7.0
2116,4.9
2474,7.4
1118,6.9
4471,5.7
241,7.5
3680,4.6
4261,7.2
816,6.0
1620,6.4
3960,6.8
3357,7.7
2165,6.1
3421,5.7
2541,6.9
2440,7.2
1400,5.0
3096,8.5
1515,7.6
1244,4.7
783,5.6
289,5.4
4509,6.8
1960,7.2
962,5.8
2270,6.6
4432,7.6
3538,5.9
3369,7.6
2144,6.2
3277,7.2
220,6.3
3404,7.4
4446,8.7
2707,6.7
4685,6.9
809,8.1
4213,7.4
3130,6.1
2644,5.4
1574,2.7
3709,7.7
9,6.9
2568,4.6
3339,7.0
4345,6.4
4388,8.3
3196,7.1
1107,6.6
2955,4.7
406,7.7
1164,6.4
2702,7.9
4024,7.3
4009,6.1
4100,6.3
2487,6.4
1451,6.3
2316,5.5
2413,5.4
2629,4.5
3757,7.5
348,5.5
2721,7.1
2314,7.5
346,5.0
3269,9.2
3279,7.5
3511,6.1
866,6.3
1889,6.9
2319,6.7
583,6.3
2168,6.8
1565,7.5
2149,6.1
4155,6.7
265,8.5
4215,5.6
1284,5.6
673,7.1
2991,4.3
674,8.5
2518,7.9
3705,6.6
2900,6.0
4513,7.3
1848,6.4
1536,7.4
3858,5.0
4551,6.1
1493,5.7
3998,7.2
3586,6.7
2326,7.4
1799,7.8
3172,8.1
62,8.3
4337,5.5
112,8.0
2262,5.7
1692,6.7
2064,2.7
3188,7.5
3362,6.8
169,6.5
3754,6.8
355,5.9
200,5.4
2852,7.2
3619,7.4
663,4.3
2317,7.1
161,6.4
2481,5.0
4308,6.9
2717,7.3
3356,3.6
223,6.7
4084,6.8
4278,6.2
2189,2.3
2288,7.3
2542,6.1
3670,8.3
3643,5.8
2979,7.4
1472,6.2
4124,7.1
2411,7.8
679,7.2
3765,6.4
2426,7.2
4214,6.2
4373,6.2
3366,7.7
4590,6.0
437,6.3
2895,6.8
1043,7.2
1994,5.3
922,5.8
3663,4.3
1547,7.7
1884,7.3
1060,5.6
480,6.5
3741,6.9
3331,7.9
1150,7.7
677,8.1
4548,5.5
1533,7.4
124,6.9
4311,4.1
3253,6.9
